index	Chrs	start	end	number	genome
2953	Chr13	2000000	2100000	15	D
2954	Chr13	3100000	3200000	12	D
2955	Chr13	6200000	6300000	4	D
2956	Chr13	10400000	10500000	4	D
2957	Chr13	14650000	14750000	10	D
2958	Chr13	22000000	22100000	4	D
2959	Chr13	23050000	23150000	2	D
2960	Chr13	32450000	32550000	5	D
2961	Chr13	37700000	37800000	7	D
2962	Chr13	38750000	38850000	4	D
2963	Chr13	39800000	39900000	4	D
2964	Chr13	40800000	40900000	5	D
2965	Chr13	48150000	48250000	4	D
2966	Chr13	49250000	49350000	12	D
2967	Chr13	650000	750000	16	D
2968	Chr13	1150000	1250000	17	D
2969	Chr13	1750000	1850000	13	D
2970	Chr13	2600000	2700000	11	D
2971	Chr13	4900000	5000000	13	D
2972	Chr13	6500000	6600000	7	D
2973	Chr13	7150000	7250000	5	D
2974	Chr13	7900000	8000000	12	D
2975	Chr13	8750000	8850000	15	D
2976	Chr13	11000000	11100000	14	D
2977	Chr13	12750000	12850000	7	D
2978	Chr13	13300000	13400000	9	D
2979	Chr13	13850000	13950000	7	D
2980	Chr13	14450000	14550000	8	D
2981	Chr13	15450000	15550000	5	D
2982	Chr13	15950000	16050000	5	D
2983	Chr13	16550000	16650000	2	D
2984	Chr13	17150000	17250000	7	D
2985	Chr13	17550000	17650000	4	D
2986	Chr13	18000000	18100000	2	D
2987	Chr13	18450000	18550000	6	D
2988	Chr13	20150000	20250000	5	D
2989	Chr13	20500000	20600000	5	D
2990	Chr13	23700000	23800000	8	D
2991	Chr13	24550000	24650000	2	D
2992	Chr13	25550000	25650000	2	D
2993	Chr13	25950000	26050000	2	D
2994	Chr13	27350000	27450000	3	D
2995	Chr13	28550000	28650000	2	D
2996	Chr13	29400000	29500000	3	D
2997	Chr13	30650000	30750000	4	D
2998	Chr13	32200000	32300000	1	D
2999	Chr13	33000000	33100000	6	D
3000	Chr13	33750000	33850000	8	D
3001	Chr13	34250000	34350000	6	D
3002	Chr13	35250000	35350000	5	D
3003	Chr13	35500000	35600000	6	D
3004	Chr13	36500000	36600000	3	D
3005	Chr13	36800000	36900000	4	D
3006	Chr13	38050000	38150000	4	D
3007	Chr13	41400000	41500000	7	D
3008	Chr13	41750000	41850000	8	D
3009	Chr13	42300000	42400000	4	D
3010	Chr13	42650000	42750000	8	D
3011	Chr13	43300000	43400000	4	D
3012	Chr13	43600000	43700000	7	D
3013	Chr13	43900000	44000000	4	D
3014	Chr13	44100000	44200000	8	D
3015	Chr13	44400000	44500000	10	D
3016	Chr13	44750000	44850000	11	D
3017	Chr13	45950000	46050000	6	D
3018	Chr13	46250000	46350000	8	D
3019	Chr13	47250000	47350000	9	D
3020	Chr13	47550000	47650000	10	D
3021	Chr13	49900000	50000000	9	D
3022	Chr13	50650000	50750000	6	D
3023	Chr13	53150000	53250000	11	D
3024	Chr13	53550000	53650000	11	D
3025	Chr13	54850000	54950000	10	D
3026	Chr13	55650000	55750000	14	D
3027	Chr13	56800000	56900000	15	D
3028	Chr13	58150000	58250000	17	D
3029	Chr13	0	50000	9	D
3030	Chr13	3950000	4050000	11	D
3031	Chr13	4600000	4700000	10	D
3032	Chr13	5400000	5500000	7	D
3033	Chr13	6700000	6800000	10	D
3034	Chr13	9700000	9800000	5	D
3035	Chr13	11300000	11400000	1	D
3036	Chr13	12200000	12300000	3	D
3037	Chr13	14950000	15050000	10	D
3038	Chr13	19150000	19250000	3	D
3039	Chr13	21500000	21600000	3	D
3040	Chr13	27150000	27250000	4	D
3041	Chr13	27800000	27900000	4	D
3042	Chr13	29900000	30000000	8	D
3043	Chr13	30300000	30400000	2	D
3044	Chr13	34750000	34850000	3	D
3045	Chr13	37500000	37600000	2	D
3046	Chr13	42100000	42200000	5	D
3047	Chr13	45500000	45600000	9	D
3048	Chr13	46550000	46650000	10	D
3049	Chr13	46800000	46900000	14	D
3050	Chr13	50100000	50200000	6	D
3051	Chr13	51000000	51100000	8	D
3052	Chr13	51250000	51350000	3	D
3053	Chr13	52300000	52400000	15	D
3054	Chr13	52700000	52800000	15	D
3055	Chr13	53900000	54000000	17	D
3056	Chr13	54400000	54500000	11	D
3057	Chr13	55200000	55300000	14	D
3058	Chr13	57300000	57400000	10	D
3059	Chr13	58600000	58700000	17	D
3060	Chr01	150900000	151000000	4	K
3061	Chr01	184500000	184600000	3	K
3062	Chr01	192850000	192950000	10	K
3063	Chr01	15650000	15750000	4	K
3064	Chr01	18800000	18900000	2	K
3065	Chr01	31450000	31550000	1	K
3066	Chr01	42950000	43050000	4	K
3067	Chr01	60750000	60850000	3	K
3068	Chr01	65000000	65100000	1	K
3069	Chr01	66050000	66150000	2	K
3070	Chr01	72350000	72450000	1	K
3071	Chr01	78600000	78700000	5	K
3072	Chr01	82800000	82900000	4	K
3073	Chr01	90150000	90250000	3	K
3074	Chr01	97450000	97550000	1	K
3075	Chr01	110050000	110150000	6	K
3076	Chr01	115250000	115350000	0	K
3077	Chr01	123650000	123750000	2	K
3078	Chr01	127900000	128000000	1	K
3079	Chr01	138350000	138450000	1	K
3080	Chr01	153050000	153150000	3	K
3081	Chr01	154050000	154150000	3	K
3082	Chr01	157200000	157300000	2	K
3083	Chr01	165600000	165700000	4	K
3084	Chr01	168750000	168850000	2	K
3085	Chr01	174000000	174100000	4	K
3086	Chr01	177200000	177300000	5	K
3087	Chr01	179250000	179350000	8	K
3088	Chr01	182400000	182500000	4	K
3089	Chr01	186550000	186650000	1	K
3090	Chr01	1500000	1600000	9	K
3091	Chr01	3350000	3450000	8	K
3092	Chr01	5050000	5150000	6	K
3093	Chr01	5300000	5400000	6	K
3094	Chr01	6800000	6900000	5	K
3095	Chr01	7600000	7700000	4	K
3096	Chr01	8050000	8150000	4	K
3097	Chr01	8750000	8850000	4	K
3098	Chr01	9750000	9850000	4	K
3099	Chr01	10600000	10700000	4	K
3100	Chr01	11050000	11150000	6	K
3101	Chr01	12150000	12250000	5	K
3102	Chr01	12700000	12800000	4	K
3103	Chr01	13150000	13250000	5	K
3104	Chr01	13750000	13850000	2	K
3105	Chr01	15000000	15100000	2	K
3106	Chr01	17250000	17350000	3	K
3107	Chr01	17550000	17650000	3	K
3108	Chr01	18150000	18250000	9	K
3109	Chr01	18450000	18550000	1	K
3110	Chr01	19500000	19600000	1	K
3111	Chr01	20150000	20250000	1	K
3112	Chr01	21300000	21400000	3	K
3113	Chr01	22400000	22500000	0	K
3114	Chr01	22850000	22950000	1	K
3115	Chr01	23800000	23900000	3	K
3116	Chr01	24450000	24550000	2	K
3117	Chr01	24750000	24850000	1	K
3118	Chr01	25400000	25500000	2	K
3119	Chr01	25800000	25900000	2	K
3120	Chr01	27050000	27150000	2	K
3121	Chr01	28350000	28450000	1	K
3122	Chr01	30200000	30300000	3	K
3123	Chr01	31900000	32000000	8	K
3124	Chr01	32350000	32450000	1	K
3125	Chr01	33350000	33450000	1	K
3126	Chr01	34700000	34800000	0	K
3127	Chr01	35200000	35300000	3	K
3128	Chr01	37600000	37700000	0	K
3129	Chr01	41450000	41550000	2	K
3130	Chr01	41750000	41850000	2	K
3131	Chr01	43850000	43950000	2	K
3132	Chr01	46200000	46300000	2	K
3133	Chr01	47350000	47450000	0	K
3134	Chr01	49000000	49100000	0	K
3135	Chr01	49600000	49700000	2	K
3136	Chr01	50200000	50300000	8	K
3137	Chr01	50650000	50750000	6	K
3138	Chr01	50950000	51050000	2	K
3139	Chr01	51850000	51950000	4	K
3140	Chr01	52150000	52250000	5	K
3141	Chr01	52800000	52900000	0	K
3142	Chr01	53550000	53650000	0	K
3143	Chr01	54300000	54400000	3	K
3144	Chr01	55150000	55250000	2	K
3145	Chr01	58850000	58950000	1	K
3146	Chr01	60350000	60450000	1	K
3147	Chr01	61200000	61300000	2	K
3148	Chr01	62350000	62450000	6	K
3149	Chr01	63000000	63100000	3	K
3150	Chr01	63800000	63900000	2	K
3151	Chr01	64400000	64500000	5	K
3152	Chr01	67150000	67250000	0	K
3153	Chr01	68350000	68450000	2	K
3154	Chr01	69050000	69150000	0	K
3155	Chr01	69700000	69800000	1	K
3156	Chr01	70600000	70700000	3	K
3157	Chr01	71000000	71100000	2	K
3158	Chr01	71650000	71750000	2	K
3159	Chr01	74000000	74100000	1	K
3160	Chr01	74700000	74800000	0	K
3161	Chr01	75350000	75450000	2	K
3162	Chr01	75850000	75950000	3	K
3163	Chr01	76400000	76500000	4	K
3164	Chr01	77250000	77350000	2	K
3165	Chr01	79350000	79450000	2	K
3166	Chr01	81350000	81450000	4	K
3167	Chr01	81650000	81750000	1	K
3168	Chr01	82000000	82100000	2	K
3169	Chr01	83150000	83250000	1	K
3170	Chr01	83950000	84050000	3	K
3171	Chr01	86200000	86300000	0	K
3172	Chr01	87100000	87200000	0	K
3173	Chr01	87550000	87650000	3	K
3174	Chr01	91700000	91800000	0	K
3175	Chr01	94100000	94200000	1	K
3176	Chr01	98250000	98350000	1	K
3177	Chr01	99150000	99250000	0	K
3178	Chr01	99650000	99750000	0	K
3179	Chr01	100450000	100550000	0	K
3180	Chr01	102950000	103050000	2	K
3181	Chr01	104200000	104300000	0	K
3182	Chr01	104550000	104650000	0	K
3183	Chr01	104950000	105050000	0	K
3184	Chr01	106400000	106500000	0	K
3185	Chr01	108300000	108400000	4	K
3186	Chr01	109150000	109250000	2	K
3187	Chr01	110600000	110700000	4	K
3188	Chr01	111000000	111100000	3	K
3189	Chr01	111400000	111500000	2	K
3190	Chr01	112900000	113000000	3	K
3191	Chr01	113600000	113700000	1	K
3192	Chr01	114000000	114100000	0	K
3193	Chr01	116200000	116300000	2	K
3194	Chr01	117250000	117350000	1	K
3195	Chr01	118300000	118400000	0	K
3196	Chr01	119000000	119100000	0	K
3197	Chr01	121500000	121600000	3	K
3198	Chr01	121800000	121900000	1	K
3199	Chr01	122850000	122950000	1	K
3200	Chr01	126600000	126700000	1	K
3201	Chr01	128450000	128550000	2	K
3202	Chr01	128800000	128900000	2	K
3203	Chr01	130800000	130900000	2	K
3204	Chr01	131400000	131500000	2	K
3205	Chr01	131650000	131750000	3	K
3206	Chr01	133650000	133750000	0	K
3207	Chr01	135050000	135150000	0	K
3208	Chr01	135900000	136000000	1	K
3209	Chr01	137400000	137500000	1	K
3210	Chr01	141900000	142000000	2	K
3211	Chr01	143450000	143550000	0	K
3212	Chr01	147650000	147750000	0	K
3213	Chr01	148050000	148150000	1	K
3214	Chr01	149000000	149100000	3	K
3215	Chr01	149200000	149300000	5	K
3216	Chr01	150450000	150550000	2	K
3217	Chr01	151300000	151400000	1	K
3218	Chr01	153600000	153700000	3	K
3219	Chr01	155250000	155350000	3	K
3220	Chr01	156450000	156550000	2	K
3221	Chr01	159750000	159850000	4	K
3222	Chr01	160650000	160750000	6	K
3223	Chr01	161200000	161300000	2	K
3224	Chr01	162350000	162450000	4	K
3225	Chr01	163000000	163100000	6	K
3226	Chr01	163400000	163500000	3	K
3227	Chr01	164350000	164450000	8	K
3228	Chr01	165350000	165450000	5	K
3229	Chr01	166050000	166150000	1	K
3230	Chr01	166500000	166600000	1	K
3231	Chr01	166950000	167050000	1	K
3232	Chr01	168150000	168250000	3	K
3233	Chr01	169600000	169700000	2	K
3234	Chr01	170450000	170550000	2	K
3235	Chr01	171000000	171100000	2	K
3236	Chr01	172150000	172250000	2	K
3237	Chr01	175600000	175700000	8	K
3238	Chr01	176350000	176450000	7	K
3239	Chr01	176900000	177000000	5	K
3240	Chr01	178600000	178700000	1	K
3241	Chr01	181700000	181800000	8	K
3242	Chr01	183850000	183950000	3	K
3243	Chr01	185250000	185350000	1	K
3244	Chr01	185950000	186050000	0	K
3245	Chr01	187000000	187100000	0	K
3246	Chr01	187550000	187650000	5	K
3247	Chr01	188200000	188300000	4	K
3248	Chr01	188800000	188900000	2	K
3249	Chr01	189500000	189600000	14	K
3250	Chr01	191450000	191550000	11	K
3251	Chr01	191950000	192050000	1	K
3252	Chr01	192450000	192550000	7	K
3253	Chr01	193400000	193500000	2	K
3254	Chr01	193700000	193800000	10	K
3255	Chr01	195800000	195900000	4	K
3256	Chr01	196600000	196700000	4	K
3257	Chr01	198300000	198400000	8	K
3258	Chr01	199750000	199850000	17	K
3259	Chr01	0	50000	5	K
3260	Chr01	2250000	2350000	11	K
3261	Chr01	4350000	4450000	2	K
3262	Chr01	5900000	6000000	12	K
3263	Chr01	10250000	10350000	1	K
3264	Chr01	16400000	16500000	9	K
3265	Chr01	26500000	26600000	1	K
3266	Chr01	29100000	29200000	1	K
3267	Chr01	36200000	36300000	0	K
3268	Chr01	38950000	39050000	1	K
3269	Chr01	39850000	39950000	1	K
3270	Chr01	40650000	40750000	0	K
3271	Chr01	44700000	44800000	1	K
3272	Chr01	59900000	60000000	1	K
3273	Chr01	80100000	80200000	1	K
3274	Chr01	80900000	81000000	1	K
3275	Chr01	84300000	84400000	3	K
3276	Chr01	84950000	85050000	2	K
3277	Chr01	87950000	88050000	2	K
3278	Chr01	90850000	90950000	4	K
3279	Chr01	94650000	94750000	1	K
3280	Chr01	95450000	95550000	1	K
3281	Chr01	96350000	96450000	1	K
3282	Chr01	100950000	101050000	0	K
3283	Chr01	111700000	111800000	2	K
3284	Chr01	114700000	114800000	3	K
3285	Chr01	115100000	115200000	2	K
3286	Chr01	139750000	139850000	1	K
3287	Chr01	143800000	143900000	0	K
3288	Chr01	146550000	146650000	0	K
3289	Chr01	148400000	148500000	4	K
3290	Chr01	151800000	151900000	1	K
3291	Chr01	152450000	152550000	1	K
3292	Chr01	159150000	159250000	3	K
3293	Chr01	160050000	160150000	2	K
3294	Chr01	161500000	161600000	1	K
3295	Chr01	164900000	165000000	3	K
3296	Chr01	175000000	175100000	5	K
3297	Chr01	179850000	179950000	2	K
3298	Chr01	181300000	181400000	2	K
3299	Chr01	185600000	185700000	3	K
3300	Chr01	189950000	190050000	5	K
3301	Chr01	190450000	190550000	7	K
3302	Chr01	194250000	194350000	1	K
3303	Chr02	16750000	16850000	1	K
3304	Chr02	6250000	6350000	5	K
3305	Chr02	7250000	7350000	8	K
3306	Chr02	17750000	17850000	4	K
3307	Chr02	23000000	23100000	2	K
3308	Chr02	35600000	35700000	5	K
3309	Chr02	62850000	62950000	1	K
3310	Chr02	71300000	71400000	1	K
3311	Chr02	72300000	72400000	1	K
3312	Chr02	73350000	73450000	3	K
3313	Chr02	77550000	77650000	0	K
3314	Chr02	78600000	78700000	1	K
3315	Chr02	86950000	87050000	2	K
3316	Chr02	105900000	106000000	2	K
3317	Chr02	123650000	123750000	6	K
3318	Chr02	124750000	124850000	2	K
3319	Chr02	131050000	131150000	2	K
3320	Chr02	137350000	137450000	6	K
3321	Chr02	139400000	139500000	19	K
3322	Chr02	2700000	2800000	7	K
3323	Chr02	3750000	3850000	4	K
3324	Chr02	4300000	4400000	11	K
3325	Chr02	5300000	5400000	6	K
3326	Chr02	6750000	6850000	6	K
3327	Chr02	7050000	7150000	9	K
3328	Chr02	8100000	8200000	3	K
3329	Chr02	9250000	9350000	4	K
3330	Chr02	11200000	11300000	2	K
3331	Chr02	11650000	11750000	9	K
3332	Chr02	13150000	13250000	3	K
3333	Chr02	13750000	13850000	1	K
3334	Chr02	14500000	14600000	2	K
3335	Chr02	15050000	15150000	2	K
3336	Chr02	15400000	15500000	1	K
3337	Chr02	16550000	16650000	1	K
3338	Chr02	18400000	18500000	6	K
3339	Chr02	19250000	19350000	1	K
3340	Chr02	19450000	19550000	6	K
3341	Chr02	20000000	20100000	1	K
3342	Chr02	21700000	21800000	5	K
3343	Chr02	23700000	23800000	4	K
3344	Chr02	27300000	27400000	1	K
3345	Chr02	28700000	28800000	1	K
3346	Chr02	29400000	29500000	3	K
3347	Chr02	31550000	31650000	3	K
3348	Chr02	32700000	32800000	7	K
3349	Chr02	33000000	33100000	2	K
3350	Chr02	33250000	33350000	4	K
3351	Chr02	34250000	34350000	3	K
3352	Chr02	35200000	35300000	1	K
3353	Chr02	37300000	37400000	3	K
3354	Chr02	37850000	37950000	1	K
3355	Chr02	38350000	38450000	4	K
3356	Chr02	39000000	39100000	4	K
3357	Chr02	39400000	39500000	4	K
3358	Chr02	40050000	40150000	1	K
3359	Chr02	40450000	40550000	2	K
3360	Chr02	41150000	41250000	2	K
3361	Chr02	41600000	41700000	2	K
3362	Chr02	43550000	43650000	3	K
3363	Chr02	44950000	45050000	5	K
3364	Chr02	47000000	47100000	1	K
3365	Chr02	48400000	48500000	6	K
3366	Chr02	50450000	50550000	3	K
3367	Chr02	50850000	50950000	0	K
3368	Chr02	51750000	51850000	5	K
3369	Chr02	53650000	53750000	4	K
3370	Chr02	54250000	54350000	2	K
3371	Chr02	56400000	56500000	3	K
3372	Chr02	56850000	56950000	1	K
3373	Chr02	66500000	66600000	1	K
3374	Chr02	68550000	68650000	0	K
3375	Chr02	69450000	69550000	0	K
3376	Chr02	71800000	71900000	2	K
3377	Chr02	74150000	74250000	1	K
3378	Chr02	76900000	77000000	1	K
3379	Chr02	79900000	80000000	0	K
3380	Chr02	81900000	82000000	3	K
3381	Chr02	84450000	84550000	1	K
3382	Chr02	85150000	85250000	0	K
3383	Chr02	86050000	86150000	3	K
3384	Chr02	91750000	91850000	2	K
3385	Chr02	92850000	92950000	2	K
3386	Chr02	95200000	95300000	0	K
3387	Chr02	97050000	97150000	2	K
3388	Chr02	97950000	98050000	3	K
3389	Chr02	101100000	101200000	2	K
3390	Chr02	103850000	103950000	0	K
3391	Chr02	104950000	105050000	2	K
3392	Chr02	105300000	105400000	1	K
3393	Chr02	106650000	106750000	2	K
3394	Chr02	107200000	107300000	0	K
3395	Chr02	108900000	109000000	1	K
3396	Chr02	109700000	109800000	1	K
3397	Chr02	110700000	110800000	4	K
3398	Chr02	111250000	111350000	1	K
3399	Chr02	113050000	113150000	3	K
3400	Chr02	113750000	113850000	1	K
3401	Chr02	114600000	114700000	2	K
3402	Chr02	115150000	115250000	1	K
3403	Chr02	116050000	116150000	1	K
3404	Chr02	117100000	117200000	0	K
3405	Chr02	119250000	119350000	1	K
3406	Chr02	119600000	119700000	1	K
3407	Chr02	122900000	123000000	4	K
3408	Chr02	124100000	124200000	8	K
3409	Chr02	125650000	125750000	6	K
3410	Chr02	126350000	126450000	6	K
3411	Chr02	127750000	127850000	4	K
3412	Chr02	128400000	128500000	5	K
3413	Chr02	128650000	128750000	0	K
3414	Chr02	129200000	129300000	3	K
3415	Chr02	129750000	129850000	2	K
3416	Chr02	130350000	130450000	7	K
3417	Chr02	132750000	132850000	3	K
3418	Chr02	134950000	135050000	4	K
3419	Chr02	136800000	136900000	5	K
3420	Chr02	0	100000	1	K
3421	Chr02	3150000	3250000	6	K
3422	Chr02	4850000	4950000	6	K
3423	Chr02	5900000	6000000	8	K
3424	Chr02	8800000	8900000	9	K
3425	Chr02	9700000	9800000	2	K
3426	Chr02	17200000	17300000	2	K
3427	Chr02	22700000	22800000	5	K
3428	Chr02	24400000	24500000	4	K
3429	Chr02	24800000	24900000	3	K
3430	Chr02	46150000	46250000	1	K
3431	Chr02	49550000	49650000	1	K
3432	Chr02	54800000	54900000	2	K
3433	Chr02	55850000	55950000	2	K
3434	Chr02	58350000	58450000	2	K
3435	Chr02	60050000	60150000	0	K
3436	Chr02	60950000	61050000	0	K
3437	Chr02	63450000	63550000	2	K
3438	Chr02	64900000	65000000	1	K
3439	Chr02	65550000	65650000	0	K
3440	Chr02	68050000	68150000	0	K
3441	Chr02	73800000	73900000	2	K
3442	Chr02	75500000	75600000	0	K
3443	Chr02	76050000	76150000	2	K
3444	Chr02	78000000	78100000	1	K
3445	Chr02	80500000	80600000	1	K
3446	Chr02	87700000	87800000	1	K
3447	Chr02	88750000	88850000	3	K
3448	Chr02	90050000	90150000	0	K
3449	Chr02	100800000	100900000	2	K
3450	Chr02	102250000	102350000	1	K
3451	Chr02	104350000	104450000	2	K
3452	Chr02	108400000	108500000	2	K
3453	Chr02	109200000	109300000	2	K
3454	Chr02	111550000	111650000	2	K
3455	Chr02	112200000	112300000	1	K
3456	Chr02	114300000	114400000	1	K
3457	Chr02	118250000	118350000	1	K
3458	Chr02	120200000	120300000	1	K
3459	Chr02	125200000	125300000	2	K
3460	Chr02	133850000	133950000	6	K
3461	Chr02	135950000	136050000	9	K
3462	Chr03	67050000	67150000	5	K
3463	Chr03	8350000	8450000	7	K
3464	Chr03	7250000	7350000	9	K
3465	Chr03	12500000	12600000	3	K
3466	Chr03	20900000	21000000	2	K
3467	Chr03	31400000	31500000	2	K
3468	Chr03	34550000	34650000	2	K
3469	Chr03	45050000	45150000	3	K
3470	Chr03	49200000	49300000	0	K
3471	Chr03	59700000	59800000	0	K
3472	Chr03	71300000	71400000	2	K
3473	Chr03	77500000	77600000	3	K
3474	Chr03	97500000	97600000	2	K
3475	Chr03	132100000	132200000	4	K
3476	Chr03	147800000	147900000	2	K
3477	Chr03	154100000	154200000	2	K
3478	Chr03	175100000	175200000	1	K
3479	Chr03	180300000	180400000	3	K
3480	Chr03	189750000	189850000	2	K
3481	Chr03	2300000	2400000	11	K
3482	Chr03	2950000	3050000	9	K
3483	Chr03	3500000	3600000	12	K
3484	Chr03	5600000	5700000	11	K
3485	Chr03	6500000	6600000	7	K
3486	Chr03	10050000	10150000	9	K
3487	Chr03	10600000	10700000	3	K
3488	Chr03	11850000	11950000	9	K
3489	Chr03	12050000	12150000	5	K
3490	Chr03	12700000	12800000	3	K
3491	Chr03	13500000	13600000	2	K
3492	Chr03	15900000	16000000	4	K
3493	Chr03	17600000	17700000	2	K
3494	Chr03	21200000	21300000	5	K
3495	Chr03	21750000	21850000	6	K
3496	Chr03	22200000	22300000	2	K
3497	Chr03	22500000	22600000	5	K
3498	Chr03	23700000	23800000	5	K
3499	Chr03	25900000	26000000	0	K
3500	Chr03	26250000	26350000	6	K
3501	Chr03	26550000	26650000	1	K
3502	Chr03	27950000	28050000	6	K
3503	Chr03	30600000	30700000	4	K
3504	Chr03	32550000	32650000	0	K
3505	Chr03	33900000	34000000	3	K
3506	Chr03	34900000	35000000	4	K
3507	Chr03	35350000	35450000	3	K
3508	Chr03	36250000	36350000	2	K
3509	Chr03	40350000	40450000	3	K
3510	Chr03	40750000	40850000	2	K
3511	Chr03	41200000	41300000	0	K
3512	Chr03	41450000	41550000	1	K
3513	Chr03	43200000	43300000	5	K
3514	Chr03	46000000	46100000	1	K
3515	Chr03	46500000	46600000	2	K
3516	Chr03	48450000	48550000	2	K
3517	Chr03	49850000	49950000	1	K
3518	Chr03	50400000	50500000	3	K
3519	Chr03	50850000	50950000	1	K
3520	Chr03	51050000	51150000	3	K
3521	Chr03	52250000	52350000	5	K
3522	Chr03	53800000	53900000	2	K
3523	Chr03	54650000	54750000	4	K
3524	Chr03	58550000	58650000	1	K
3525	Chr03	58850000	58950000	3	K
3526	Chr03	59150000	59250000	4	K
3527	Chr03	60600000	60700000	2	K
3528	Chr03	61150000	61250000	1	K
3529	Chr03	64350000	64450000	1	K
3530	Chr03	65750000	65850000	1	K
3531	Chr03	67750000	67850000	1	K
3532	Chr03	68600000	68700000	0	K
3533	Chr03	71000000	71100000	1	K
3534	Chr03	72550000	72650000	3	K
3535	Chr03	73050000	73150000	3	K
3536	Chr03	75750000	75850000	2	K
3537	Chr03	76850000	76950000	3	K
3538	Chr03	78200000	78300000	1	K
3539	Chr03	78950000	79050000	4	K
3540	Chr03	79800000	79900000	3	K
3541	Chr03	80200000	80300000	1	K
3542	Chr03	80850000	80950000	1	K
3543	Chr03	82500000	82600000	6	K
3544	Chr03	82950000	83050000	2	K
3545	Chr03	83200000	83300000	1	K
3546	Chr03	83950000	84050000	2	K
3547	Chr03	84500000	84600000	1	K
3548	Chr03	86150000	86250000	2	K
3549	Chr03	87350000	87450000	1	K
3550	Chr03	87650000	87750000	1	K
3551	Chr03	91550000	91650000	3	K
3552	Chr03	92350000	92450000	0	K
3553	Chr03	93100000	93200000	4	K
3554	Chr03	93400000	93500000	2	K
3555	Chr03	94050000	94150000	3	K
3556	Chr03	94800000	94900000	2	K
3557	Chr03	96200000	96300000	4	K
3558	Chr03	99000000	99100000	8	K
3559	Chr03	99650000	99750000	1	K
3560	Chr03	101900000	102000000	4	K
3561	Chr03	102350000	102450000	4	K
3562	Chr03	104450000	104550000	1	K
3563	Chr03	105550000	105650000	2	K
3564	Chr03	106200000	106300000	2	K
3565	Chr03	109800000	109900000	3	K
3566	Chr03	110200000	110300000	1	K
3567	Chr03	111350000	111450000	1	K
3568	Chr03	111850000	111950000	0	K
3569	Chr03	112550000	112650000	1	K
3570	Chr03	113850000	113950000	1	K
3571	Chr03	114150000	114250000	0	K
3572	Chr03	114800000	114900000	2	K
3573	Chr03	115550000	115650000	0	K
3574	Chr03	117500000	117600000	1	K
3575	Chr03	120900000	121000000	2	K
3576	Chr03	122000000	122100000	0	K
3577	Chr03	122750000	122850000	1	K
3578	Chr03	128300000	128400000	1	K
3579	Chr03	128650000	128750000	1	K
3580	Chr03	131300000	131400000	0	K
3581	Chr03	131850000	131950000	2	K
3582	Chr03	132500000	132600000	2	K
3583	Chr03	133500000	133600000	3	K
3584	Chr03	138200000	138300000	1	K
3585	Chr03	139800000	139900000	0	K
3586	Chr03	140700000	140800000	0	K
3587	Chr03	142050000	142150000	1	K
3588	Chr03	145150000	145250000	0	K
3589	Chr03	148450000	148550000	2	K
3590	Chr03	149650000	149750000	0	K
3591	Chr03	151500000	151600000	2	K
3592	Chr03	152350000	152450000	0	K
3593	Chr03	153350000	153450000	1	K
3594	Chr03	154400000	154500000	1	K
3595	Chr03	156450000	156550000	1	K
3596	Chr03	157000000	157100000	1	K
3597	Chr03	159700000	159800000	3	K
3598	Chr03	160600000	160700000	0	K
3599	Chr03	162000000	162100000	4	K
3600	Chr03	162900000	163000000	1	K
3601	Chr03	168950000	169050000	2	K
3602	Chr03	170650000	170750000	0	K
3603	Chr03	172600000	172700000	2	K
3604	Chr03	174400000	174500000	1	K
3605	Chr03	176500000	176600000	2	K
3606	Chr03	177000000	177100000	5	K
3607	Chr03	179150000	179250000	1	K
3608	Chr03	179950000	180050000	2	K
3609	Chr03	181100000	181200000	0	K
3610	Chr03	184400000	184500000	0	K
3611	Chr03	185900000	186000000	3	K
3612	Chr03	186750000	186850000	2	K
3613	Chr03	187100000	187200000	6	K
3614	Chr03	188450000	188550000	2	K
3615	Chr03	189250000	189350000	1	K
3616	Chr03	190700000	190800000	3	K
3617	Chr03	191750000	191850000	7	K
3618	Chr03	193500000	193600000	6	K
3619	Chr03	194450000	194550000	5	K
3620	Chr03	195150000	195250000	11	K
3621	Chr03	196550000	196650000	9	K
3622	Chr03	197450000	197550000	6	K
3623	Chr03	197950000	198050000	4	K
3624	Chr03	199050000	199150000	5	K
3625	Chr03	199700000	199800000	8	K
3626	Chr03	199950000	200050000	8	K
3627	Chr03	201700000	201800000	7	K
3628	Chr03	203650000	203750000	5	K
3629	Chr03	204050000	204150000	14	K
3630	Chr03	205600000	205700000	19	K
3631	Chr03	0	50000	8	K
3632	Chr03	3950000	4050000	9	K
3633	Chr03	4850000	4950000	7	K
3634	Chr03	5250000	5350000	9	K
3635	Chr03	5900000	6000000	9	K
3636	Chr03	9450000	9550000	3	K
3637	Chr03	11300000	11400000	5	K
3638	Chr03	15600000	15700000	5	K
3639	Chr03	16150000	16250000	2	K
3640	Chr03	16800000	16900000	0	K
3641	Chr03	17050000	17150000	3	K
3642	Chr03	26900000	27000000	4	K
3643	Chr03	29100000	29200000	2	K
3644	Chr03	29900000	30000000	4	K
3645	Chr03	40000000	40100000	4	K
3646	Chr03	42100000	42200000	0	K
3647	Chr03	44450000	44550000	1	K
3648	Chr03	52050000	52150000	2	K
3649	Chr03	52700000	52800000	1	K
3650	Chr03	56900000	57000000	2	K
3651	Chr03	58200000	58300000	2	K
