line	Chrs	start	end	TEcoverage	type	genome
2564	Chr08	33950000	34050000	0.6361000	conserved	D
2565	Chr08	36050000	36150000	0.6150200	conserved	D
2566	Chr08	39350000	39450000	0.7083200	conserved	D
2567	Chr08	40900000	41000000	0.5387000	specific	D
2568	Chr08	46550000	46650000	0.5775700	conserved	D
2569	Chr08	47200000	47300000	0.5467700	conserved	D
2570	Chr08	47450000	47550000	0.4224900	conserved	D
2571	Chr08	47850000	47950000	0.5933000	conserved	D
2572	Chr08	49550000	49650000	0.5119500	conserved	D
2573	Chr08	50750000	50850000	0.4228900	conserved	D
2574	Chr08	52300000	52400000	0.4958300	conserved	D
2575	Chr08	52700000	52800000	0.6489100	specific	D
2576	Chr08	53500000	53600000	0.4270700	conserved	D
2577	Chr08	54400000	54500000	0.3976700	conserved	D
2578	Chr09	8350000	8450000	0.4996700	conserved	D
2579	Chr09	3050000	3150000	0.5519900	conserved	D
2580	Chr09	13550000	13650000	0.6456400	conserved	D
2581	Chr09	21950000	22050000	0.7558400	conserved	D
2582	Chr09	31450000	31550000	0.5066200	conserved	D
2583	Chr09	35600000	35700000	0.2910400	conserved	D
2584	Chr09	45050000	45150000	0.2008800	conserved	D
2585	Chr09	47150000	47250000	0.2314000	conserved	D
2586	Chr09	700000	800000	0.4704700	conserved	D
2587	Chr09	2350000	2450000	0.3728000	conserved	D
2588	Chr09	2750000	2850000	0.5215400	specific	D
2589	Chr09	3400000	3500000	0.5792700	conserved	D
2590	Chr09	3600000	3700000	0.6221600	conserved	D
2591	Chr09	7600000	7700000	0.4233100	conserved	D
2592	Chr09	9800000	9900000	0.6512000	specific	D
2593	Chr09	10050000	10150000	0.6733100	conserved	D
2594	Chr09	11250000	11350000	0.4686700	conserved	D
2595	Chr09	11600000	11700000	0.5867900	conserved	D
2596	Chr09	13100000	13200000	0.6786600	conserved	D
2597	Chr09	16250000	16350000	0.6640800	conserved	D
2598	Chr09	20150000	20250000	0.5231500	conserved	D
2599	Chr09	20750000	20850000	0.5640100	conserved	D
2600	Chr09	21550000	21650000	0.5736200	conserved	D
2601	Chr09	22400000	22500000	0.5387300	conserved	D
2602	Chr09	23500000	23600000	0.5804000	conserved	D
2603	Chr09	24200000	24300000	0.4975900	conserved	D
2604	Chr09	25250000	25350000	0.5151300	conserved	D
2605	Chr09	25500000	25600000	0.5353400	conserved	D
2606	Chr09	25950000	26050000	0.7011000	conserved	D
2607	Chr09	26950000	27050000	0.7045100	conserved	D
2608	Chr09	27300000	27400000	0.6451900	conserved	D
2609	Chr09	27650000	27750000	0.6672600	conserved	D
2610	Chr09	29150000	29250000	0.5015000	conserved	D
2611	Chr09	30800000	30900000	0.3855700	conserved	D
2612	Chr09	32550000	32650000	0.5721700	conserved	D
2613	Chr09	33900000	34000000	0.4874800	conserved	D
2614	Chr09	34450000	34550000	0.3471400	conserved	D
2615	Chr09	34800000	34900000	0.5035400	conserved	D
2616	Chr09	36400000	36500000	0.3824800	conserved	D
2617	Chr09	36750000	36850000	0.3665000	specific	D
2618	Chr09	37450000	37550000	0.3163200	conserved	D
2619	Chr09	37950000	38050000	0.3234400	conserved	D
2620	Chr09	38450000	38550000	0.3411600	specific	D
2621	Chr09	39250000	39350000	0.4149100	conserved	D
2622	Chr09	42650000	42750000	0.3641500	specific	D
2623	Chr09	43900000	44000000	0.1916700	conserved	D
2624	Chr09	44650000	44750000	0.1741100	conserved	D
2625	Chr09	45450000	45550000	0.2236900	conserved	D
2626	Chr09	45850000	45950000	0.2721600	conserved	D
2627	Chr09	46700000	46800000	0.2103300	specific	D
2628	Chr09	48550000	48650000	0.2403800	specific	D
2629	Chr09	49800000	49900000	0.2346600	conserved	D
2630	Chr09	0	50000	0.7738000	specific	D
2631	Chr09	1200000	1300000	0.5292500	conserved	D
2632	Chr09	4200000	4300000	0.4845700	conserved	D
2633	Chr09	5000000	5100000	0.5322600	conserved	D
2634	Chr09	6050000	6150000	0.5724500	conserved	D
2635	Chr09	7100000	7200000	0.4600700	conserved	D
2636	Chr09	8150000	8250000	0.5869200	conserved	D
2637	Chr09	9200000	9300000	0.6046900	conserved	D
2638	Chr09	10750000	10850000	0.4913000	conserved	D
2639	Chr09	14300000	14400000	0.6160900	conserved	D
2640	Chr09	15350000	15450000	0.7611900	conserved	D
2641	Chr09	17050000	17150000	0.6351300	conserved	D
2642	Chr09	17700000	17800000	0.6665700	conserved	D
2643	Chr09	19550000	19650000	0.8641100	conserved	D
2644	Chr09	21250000	21350000	0.5898100	conserved	D
2645	Chr09	22950000	23050000	0.4659100	conserved	D
2646	Chr09	28450000	28550000	0.5283100	conserved	D
2647	Chr09	29650000	29750000	0.3106100	conserved	D
2648	Chr09	36200000	36300000	0.3901800	conserved	D
2649	Chr09	37100000	37200000	0.3271000	conserved	D
2650	Chr09	38150000	38250000	0.3591600	specific	D
2651	Chr09	39600000	39700000	0.3350700	conserved	D
2652	Chr09	41300000	41400000	0.3145900	conserved	D
2653	Chr09	41950000	42050000	0.2844100	conserved	D
2654	Chr09	43000000	43100000	0.4277600	conserved	D
2655	Chr10	5150000	5250000	0.1627100	conserved	D
2656	Chr10	15650000	15750000	0.7021400	conserved	D
2657	Chr10	20900000	21000000	0.5239400	specific	D
2658	Chr10	24050000	24150000	0.5772900	conserved	D
2659	Chr10	26150000	26250000	0.5089000	conserved	D
2660	Chr10	29350000	29450000	0.6486400	conserved	D
2661	Chr10	37700000	37800000	0.5021600	conserved	D
2662	Chr10	48200000	48300000	0.6572100	conserved	D
2663	Chr10	61800000	61900000	0.2309400	conserved	D
2664	Chr10	300000	400000	0.1953500	specific	D
2665	Chr10	3850000	3950000	0.1997100	conserved	D
2666	Chr10	4250000	4350000	0.3248900	conserved	D
2667	Chr10	4750000	4850000	0.3137000	conserved	D
2668	Chr10	5550000	5650000	0.3065400	conserved	D
2669	Chr10	5750000	5850000	0.7026700	conserved	D
2670	Chr10	6400000	6500000	0.4288400	specific	D
2671	Chr10	7800000	7900000	0.4248100	conserved	D
2672	Chr10	8100000	8200000	0.3625000	conserved	D
2673	Chr10	8500000	8600000	0.4424800	conserved	D
2674	Chr10	8900000	9000000	0.4964000	conserved	D
2675	Chr10	9750000	9850000	0.4584300	conserved	D
2676	Chr10	9900000	10000000	0.3848500	specific	D
2677	Chr10	10350000	10450000	0.5464900	conserved	D
2678	Chr10	10800000	10900000	0.6794400	conserved	D
2679	Chr10	11200000	11300000	0.6063500	conserved	D
2680	Chr10	11750000	11850000	0.4893000	conserved	D
2681	Chr10	12650000	12750000	0.4679000	conserved	D
2682	Chr10	13850000	13950000	0.7072600	conserved	D
2683	Chr10	14450000	14550000	0.7468200	conserved	D
2684	Chr10	15000000	15100000	0.5906000	conserved	D
2685	Chr10	15200000	15300000	0.5264800	conserved	D
2686	Chr10	16050000	16150000	0.5263000	conserved	D
2687	Chr10	16900000	17000000	0.4701100	conserved	D
2688	Chr10	17550000	17650000	0.6644400	conserved	D
2689	Chr10	20150000	20250000	0.3067100	conserved	D
2690	Chr10	21550000	21650000	0.3893100	conserved	D
2691	Chr10	22150000	22250000	0.5231100	conserved	D
2692	Chr10	22450000	22550000	0.4053800	conserved	D
2693	Chr10	23450000	23550000	0.6645100	conserved	D
2694	Chr10	24850000	24950000	0.6868900	conserved	D
2695	Chr10	25200000	25300000	0.6710600	conserved	D
2696	Chr10	25550000	25650000	0.5374700	conserved	D
2697	Chr10	25900000	26000000	0.5969000	conserved	D
2698	Chr10	27300000	27400000	0.4539400	conserved	D
2699	Chr10	28800000	28900000	0.6093700	conserved	D
2700	Chr10	29750000	29850000	0.6759100	conserved	D
2701	Chr10	30100000	30200000	0.6503000	conserved	D
2702	Chr10	30500000	30600000	0.6623900	conserved	D
2703	Chr10	30900000	31000000	0.6079300	conserved	D
2704	Chr10	31550000	31650000	0.7209000	conserved	D
2705	Chr10	32050000	32150000	0.7088500	conserved	D
2706	Chr10	32850000	32950000	0.6210000	conserved	D
2707	Chr10	34250000	34350000	0.6740900	conserved	D
2708	Chr10	34450000	34550000	0.6778100	conserved	D
2709	Chr10	36150000	36250000	0.7650400	specific	D
2710	Chr10	36900000	37000000	0.6213700	conserved	D
2711	Chr10	38000000	38100000	0.7068200	conserved	D
2712	Chr10	38200000	38300000	0.6603400	conserved	D
2713	Chr10	38650000	38750000	0.6023000	conserved	D
2714	Chr10	39050000	39150000	0.6726700	conserved	D
2715	Chr10	39450000	39550000	0.7761200	conserved	D
2716	Chr10	39900000	40000000	0.6511200	conserved	D
2717	Chr10	40350000	40450000	0.6625300	conserved	D
2718	Chr10	41000000	41100000	0.6152600	conserved	D
2719	Chr10	41650000	41750000	0.6352200	conserved	D
2720	Chr10	42500000	42600000	0.6963200	conserved	D
2721	Chr10	43050000	43150000	0.5733500	conserved	D
2722	Chr10	44100000	44200000	0.5819800	conserved	D
2723	Chr10	44950000	45050000	0.5369200	conserved	D
2724	Chr10	45850000	45950000	0.6674300	conserved	D
2725	Chr10	46300000	46400000	0.5376900	conserved	D
2726	Chr10	47500000	47600000	0.5624400	conserved	D
2727	Chr10	48600000	48700000	0.5891400	conserved	D
2728	Chr10	49350000	49450000	0.2394300	conserved	D
2729	Chr10	50150000	50250000	0.4911800	conserved	D
2730	Chr10	52550000	52650000	0.6364600	conserved	D
2731	Chr10	52950000	53050000	0.4508000	conserved	D
2732	Chr10	53250000	53350000	0.2880300	conserved	D
2733	Chr10	53850000	53950000	0.3782200	conserved	D
2734	Chr10	54650000	54750000	0.3372400	conserved	D
2735	Chr10	55250000	55350000	0.3336800	conserved	D
2736	Chr10	55700000	55800000	0.5266100	conserved	D
2737	Chr10	56450000	56550000	0.2924200	conserved	D
2738	Chr10	59500000	59600000	0.7811300	conserved	D
2739	Chr10	60200000	60300000	0.6855700	conserved	D
2740	Chr10	60500000	60600000	0.6070100	conserved	D
2741	Chr10	0	50000	0.2894400	specific	D
2742	Chr10	6050000	6150000	0.3472700	conserved	D
2743	Chr10	7350000	7450000	0.5940600	conserved	D
2744	Chr10	13000000	13100000	0.6137200	conserved	D
2745	Chr10	16650000	16750000	0.7052400	conserved	D
2746	Chr10	18100000	18200000	0.4994000	conserved	D
2747	Chr10	19400000	19500000	0.7311800	conserved	D
2748	Chr10	33300000	33400000	0.6689400	conserved	D
2749	Chr10	33700000	33800000	0.5780400	conserved	D
2750	Chr10	43400000	43500000	0.4633400	conserved	D
2751	Chr10	46800000	46900000	0.5078700	conserved	D
2752	Chr10	51000000	51100000	0.4270800	conserved	D
2753	Chr10	54950000	55050000	0.7677500	conserved	D
2754	Chr10	56250000	56350000	0.3830700	conserved	D
2755	Chr10	56900000	57000000	0.6437400	conserved	D
2756	Chr10	59000000	59100000	0.5042900	specific	D
2757	Chr10	60950000	61050000	0.4117500	conserved	D
2758	Chr11	8350000	8450000	0.3252900	conserved	D
2759	Chr11	25100000	25200000	0.6789900	conserved	D
2760	Chr11	3100000	3200000	0.3690600	conserved	D
2761	Chr11	7300000	7400000	0.5132200	conserved	D
2762	Chr11	13550000	13650000	0.7128900	conserved	D
2763	Chr11	19850000	19950000	0.5620200	conserved	D
2764	Chr11	28300000	28400000	0.5996000	conserved	D
2765	Chr11	30350000	30450000	0.6460200	conserved	D
2766	Chr11	38750000	38850000	0.5377800	conserved	D
2767	Chr11	46100000	46200000	0.4932800	conserved	D
2768	Chr11	48200000	48300000	0.3421300	conserved	D
2769	Chr11	55500000	55600000	0.2912000	conserved	D
2770	Chr11	56550000	56650000	0.2753900	conserved	D
2771	Chr11	2200000	2300000	0.3974800	conserved	D
2772	Chr11	4000000	4100000	0.5948400	conserved	D
2773	Chr11	4400000	4500000	0.6738800	conserved	D
2774	Chr11	7700000	7800000	0.4764000	conserved	D
2775	Chr11	8600000	8700000	0.4969000	conserved	D
2776	Chr11	9100000	9200000	0.4381200	conserved	D
2777	Chr11	9600000	9700000	0.3082300	conserved	D
2778	Chr11	10000000	10100000	0.6174700	conserved	D
2779	Chr11	11000000	11100000	0.4809800	conserved	D
2780	Chr11	11350000	11450000	0.4707500	conserved	D
2781	Chr11	12000000	12100000	0.3166800	specific	D
2782	Chr11	12300000	12400000	0.5209200	conserved	D
2783	Chr11	13150000	13250000	0.5822900	specific	D
2784	Chr11	14100000	14200000	0.4856000	conserved	D
2785	Chr11	14450000	14550000	0.6115500	conserved	D
2786	Chr11	15400000	15500000	0.5154500	conserved	D
2787	Chr11	16100000	16200000	0.6018700	conserved	D
2788	Chr11	16350000	16450000	0.5134100	conserved	D
2789	Chr11	17000000	17100000	0.6257000	conserved	D
2790	Chr11	17300000	17400000	0.4867700	conserved	D
2791	Chr11	18150000	18250000	0.6088500	specific	D
2792	Chr11	18600000	18700000	0.5719400	conserved	D
2793	Chr11	18950000	19050000	0.6127900	conserved	D
2794	Chr11	20350000	20450000	0.6084300	conserved	D
2795	Chr11	21150000	21250000	0.6407000	conserved	D
2796	Chr11	22600000	22700000	0.6535800	conserved	D
2797	Chr11	24350000	24450000	0.5796700	specific	D
2798	Chr11	24550000	24650000	0.6889500	conserved	D
2799	Chr11	27600000	27700000	0.7618300	conserved	D
2800	Chr11	29950000	30050000	0.6975900	specific	D
2801	Chr11	30750000	30850000	0.4920300	conserved	D
2802	Chr11	33750000	33850000	0.4796600	conserved	D
2803	Chr11	35250000	35350000	0.6104200	conserved	D
2804	Chr11	36100000	36200000	0.5339100	conserved	D
2805	Chr11	38050000	38150000	0.4594400	conserved	D
2806	Chr11	38450000	38550000	0.6055800	specific	D
2807	Chr11	39700000	39800000	0.6640500	conserved	D
2808	Chr11	40150000	40250000	0.4486600	conserved	D
2809	Chr11	41000000	41100000	0.4811300	conserved	D
2810	Chr11	41600000	41700000	0.5318400	conserved	D
2811	Chr11	43700000	43800000	0.5359300	conserved	D
2812	Chr11	45450000	45550000	0.4062400	conserved	D
2813	Chr11	46450000	46550000	0.6227400	specific	D
2814	Chr11	46650000	46750000	0.5464300	conserved	D
2815	Chr11	47000000	47100000	0.4042700	conserved	D
2816	Chr11	47500000	47600000	0.4048900	conserved	D
2817	Chr11	47700000	47800000	0.3583700	conserved	D
2818	Chr11	48700000	48800000	0.3457700	conserved	D
2819	Chr11	48950000	49050000	0.4615400	conserved	D
2820	Chr11	49350000	49450000	0.2032900	conserved	D
2821	Chr11	49750000	49850000	0.3893200	conserved	D
2822	Chr11	50400000	50500000	0.2556700	conserved	D
2823	Chr11	50700000	50800000	0.4942600	conserved	D
2824	Chr11	51550000	51650000	0.3288500	conserved	D
2825	Chr11	51950000	52050000	0.3407300	conserved	D
2826	Chr11	52900000	53000000	0.2935500	conserved	D
2827	Chr11	53950000	54050000	0.4154800	conserved	D
2828	Chr11	55800000	55900000	0.1834200	specific	D
2829	Chr11	56200000	56300000	0.2099500	conserved	D
2830	Chr11	57000000	57100000	0.4130100	conserved	D
2831	Chr11	57900000	58000000	0.3025700	conserved	D
2832	Chr11	58300000	58400000	0.2492300	specific	D
2833	Chr11	58800000	58900000	0.1630400	conserved	D
2834	Chr11	59150000	59250000	0.2628600	specific	D
2835	Chr11	59500000	59600000	0.3054300	conserved	D
2836	Chr11	0	50000	0.2350200	specific	D
2837	Chr11	550000	650000	0.4733100	conserved	D
2838	Chr11	5900000	6000000	0.7392100	specific	D
2839	Chr11	6300000	6400000	0.5680400	conserved	D
2840	Chr11	10500000	10600000	0.4820400	conserved	D
2841	Chr11	20850000	20950000	0.6011600	conserved	D
2842	Chr11	22050000	22150000	0.5963000	conserved	D
2843	Chr11	26100000	26200000	0.7488600	conserved	D
2844	Chr11	26900000	27000000	0.6232500	conserved	D
2845	Chr11	28050000	28150000	0.6461700	conserved	D
2846	Chr11	29250000	29350000	0.6492900	conserved	D
2847	Chr11	31600000	31700000	0.6039400	conserved	D
2848	Chr11	34500000	34600000	0.5252200	conserved	D
2849	Chr11	36850000	36950000	0.4735800	conserved	D
2850	Chr11	37750000	37850000	0.5294800	conserved	D
2851	Chr11	42350000	42450000	0.4539500	conserved	D
2852	Chr11	43000000	43100000	0.4013800	conserved	D
2853	Chr11	44700000	44800000	0.4504900	conserved	D
2854	Chr11	45750000	45850000	0.2571900	conserved	D
2855	Chr11	54150000	54250000	0.3682100	conserved	D
2856	Chr11	54800000	54900000	0.3460100	conserved	D
2857	Chr11	55200000	55300000	0.1778000	conserved	D
2858	Chr11	59900000	60000000	0.2336200	specific	D
2859	Chr12	41900000	42000000	0.4123600	conserved	D
2860	Chr12	50300000	50400000	0.5856600	conserved	D
2861	Chr12	4100000	4200000	0.3811900	conserved	D
2862	Chr12	6200000	6300000	0.4827100	conserved	D
2863	Chr12	18850000	18950000	0.5080800	conserved	D
2864	Chr12	20950000	21050000	0.6962600	conserved	D
2865	Chr12	27200000	27300000	0.6680000	conserved	D
2866	Chr12	29350000	29450000	0.6295500	conserved	D
2867	Chr12	34550000	34650000	0.4783300	conserved	D
2868	Chr12	38700000	38800000	0.4503000	conserved	D
2869	Chr12	44000000	44100000	0.4468100	conserved	D
2870	Chr12	45000000	45100000	0.4137100	conserved	D
2871	Chr12	51300000	51400000	0.3235900	conserved	D
2872	Chr12	54450000	54550000	0.1848100	conserved	D
2873	Chr12	57600000	57700000	0.1711500	conserved	D
2874	Chr12	3250000	3350000	0.4272900	conserved	D
2875	Chr12	3650000	3750000	0.3583200	specific	D
2876	Chr12	4900000	5000000	0.6385100	conserved	D
2877	Chr12	5700000	5800000	0.5392400	conserved	D
2878	Chr12	8100000	8200000	0.4880400	conserved	D
2879	Chr12	9100000	9200000	0.7298400	conserved	D
2880	Chr12	10150000	10250000	0.4593800	conserved	D
2881	Chr12	10550000	10650000	0.5426600	conserved	D
2882	Chr12	10950000	11050000	0.6578600	conserved	D
2883	Chr12	11900000	12000000	0.5396100	conserved	D
2884	Chr12	12250000	12350000	0.5479200	conserved	D
2885	Chr12	12400000	12500000	0.7249100	conserved	D
2886	Chr12	13500000	13600000	0.5659500	conserved	D
2887	Chr12	13950000	14050000	0.6036400	conserved	D
2888	Chr12	14350000	14450000	0.6275800	conserved	D
2889	Chr12	15250000	15350000	0.6228800	conserved	D
2890	Chr12	15800000	15900000	0.6158500	conserved	D
2891	Chr12	16300000	16400000	0.6256300	conserved	D
2892	Chr12	17100000	17200000	0.6666300	conserved	D
2893	Chr12	17900000	18000000	0.6908500	conserved	D
2894	Chr12	18450000	18550000	0.5475400	conserved	D
2895	Chr12	19650000	19750000	0.6753700	conserved	D
2896	Chr12	20300000	20400000	0.5162800	conserved	D
2897	Chr12	20750000	20850000	0.5527500	conserved	D
2898	Chr12	23500000	23600000	0.6651100	conserved	D
2899	Chr12	24600000	24700000	0.7875000	specific	D
2900	Chr12	26050000	26150000	0.6496100	conserved	D
2901	Chr12	26550000	26650000	0.6669900	conserved	D
2902	Chr12	28550000	28650000	0.5693500	conserved	D
2903	Chr12	29000000	29100000	0.6942800	conserved	D
2904	Chr12	30850000	30950000	0.6358800	conserved	D
2905	Chr12	31300000	31400000	0.5590700	conserved	D
2906	Chr12	33650000	33750000	0.5656700	conserved	D
2907	Chr12	35100000	35200000	0.3713300	conserved	D
2908	Chr12	35700000	35800000	0.4444400	conserved	D
2909	Chr12	35900000	36000000	0.6366100	conserved	D
2910	Chr12	36400000	36500000	0.3867700	conserved	D
2911	Chr12	36800000	36900000	0.5473800	conserved	D
2912	Chr12	37200000	37300000	0.5098900	conserved	D
2913	Chr12	37950000	38050000	0.6933400	conserved	D
2914	Chr12	39400000	39500000	0.5402900	conserved	D
2915	Chr12	40300000	40400000	0.4510300	conserved	D
2916	Chr12	40950000	41050000	0.3185600	conserved	D
2917	Chr12	41400000	41500000	0.5458500	conserved	D
2918	Chr12	42150000	42250000	0.3992000	conserved	D
2919	Chr12	42850000	42950000	0.3908400	conserved	D
2920	Chr12	43350000	43450000	0.4396400	conserved	D
2921	Chr12	45400000	45500000	0.3849800	conserved	D
2922	Chr12	45700000	45800000	0.3819300	conserved	D
2923	Chr12	46000000	46100000	0.3358700	conserved	D
2924	Chr12	46500000	46600000	0.3399100	conserved	D
2925	Chr12	47050000	47150000	0.3730900	conserved	D
2926	Chr12	47300000	47400000	0.3792100	conserved	D
2927	Chr12	48550000	48650000	0.3606800	conserved	D
2928	Chr12	50000000	50100000	0.1766400	conserved	D
2929	Chr12	50900000	51000000	0.2993700	specific	D
2930	Chr12	51850000	51950000	0.1989400	conserved	D
2931	Chr12	52550000	52650000	0.3025600	conserved	D
2932	Chr12	53150000	53250000	0.3038500	conserved	D
2933	Chr12	54050000	54150000	0.1719400	conserved	D
2934	Chr12	55900000	56000000	0.2408900	conserved	D
2935	Chr12	56950000	57050000	0.2584300	specific	D
2936	Chr12	6700000	6800000	0.4607300	conserved	D
2937	Chr12	7100000	7200000	0.4406600	conserved	D
2938	Chr12	11300000	11400000	0.6198300	conserved	D
2939	Chr12	14550000	14650000	0.5663600	conserved	D
2940	Chr12	21500000	21600000	0.7158500	conserved	D
2941	Chr12	24000000	24100000	0.7788400	specific	D
2942	Chr12	28200000	28300000	0.6290900	conserved	D
2943	Chr12	30300000	30400000	0.6477200	conserved	D
2944	Chr12	33950000	34050000	0.4318300	conserved	D
2945	Chr12	38300000	38400000	0.5121300	conserved	D
2946	Chr12	39200000	39300000	0.3707100	conserved	D
2947	Chr12	39850000	39950000	0.3881200	conserved	D
2948	Chr12	44450000	44550000	0.6020600	conserved	D
2949	Chr12	49550000	49650000	0.2387500	conserved	D
2950	Chr12	54800000	54900000	0.2707100	conserved	D
2951	Chr12	56250000	56350000	0.3397400	specific	D
2952	Chr13	25100000	25200000	0.6850400	conserved	D
2953	Chr13	2000000	2100000	0.3089700	conserved	D
2954	Chr13	3100000	3200000	0.2689800	conserved	D
2955	Chr13	6200000	6300000	0.6282600	conserved	D
2956	Chr13	10400000	10500000	0.5766600	conserved	D
2957	Chr13	14650000	14750000	0.5445300	conserved	D
2958	Chr13	22000000	22100000	0.7273200	specific	D
2959	Chr13	23050000	23150000	0.5425400	conserved	D
2960	Chr13	32450000	32550000	0.6289200	conserved	D
2961	Chr13	37700000	37800000	0.4275600	conserved	D
2962	Chr13	38750000	38850000	0.7124800	conserved	D
2963	Chr13	39800000	39900000	0.5366500	conserved	D
2964	Chr13	40800000	40900000	0.5701400	conserved	D
2965	Chr13	48150000	48250000	0.4777300	conserved	D
2966	Chr13	49250000	49350000	0.3837300	conserved	D
2967	Chr13	650000	750000	0.3222200	specific	D
2968	Chr13	1150000	1250000	0.4422400	conserved	D
2969	Chr13	1750000	1850000	0.4593500	conserved	D
2970	Chr13	2600000	2700000	0.3910100	specific	D
2971	Chr13	4900000	5000000	0.3751600	specific	D
2972	Chr13	6500000	6600000	0.4904100	conserved	D
2973	Chr13	7150000	7250000	0.5210600	conserved	D
2974	Chr13	7900000	8000000	0.3836600	conserved	D
2975	Chr13	8750000	8850000	0.4512200	conserved	D
2976	Chr13	11000000	11100000	0.3951100	conserved	D
2977	Chr13	12750000	12850000	0.6086300	conserved	D
2978	Chr13	13300000	13400000	0.6194000	conserved	D
2979	Chr13	13850000	13950000	0.6146100	conserved	D
2980	Chr13	14450000	14550000	0.4096100	conserved	D
2981	Chr13	15450000	15550000	0.6506300	conserved	D
2982	Chr13	15950000	16050000	0.4856900	conserved	D
2983	Chr13	16550000	16650000	0.6717700	conserved	D
2984	Chr13	17150000	17250000	0.4719200	conserved	D
2985	Chr13	17550000	17650000	0.6408100	conserved	D
2986	Chr13	18000000	18100000	0.6307600	conserved	D
2987	Chr13	18450000	18550000	0.4509900	conserved	D
2988	Chr13	20150000	20250000	0.5903000	conserved	D
2989	Chr13	20500000	20600000	0.6874600	specific	D
2990	Chr13	23700000	23800000	0.5644200	specific	D
2991	Chr13	24550000	24650000	0.7343000	conserved	D
2992	Chr13	25550000	25650000	0.6937900	conserved	D
2993	Chr13	25950000	26050000	0.7661800	conserved	D
2994	Chr13	27350000	27450000	0.5970000	specific	D
2995	Chr13	28550000	28650000	0.5994900	conserved	D
2996	Chr13	29400000	29500000	0.6694100	conserved	D
2997	Chr13	30650000	30750000	0.5589400	conserved	D
2998	Chr13	32200000	32300000	0.6797500	conserved	D
2999	Chr13	33000000	33100000	0.6254200	conserved	D
3000	Chr13	33750000	33850000	0.5912700	conserved	D
3001	Chr13	34250000	34350000	0.5585400	conserved	D
3002	Chr13	35250000	35350000	0.5809400	conserved	D
3003	Chr13	35500000	35600000	0.5547900	conserved	D
3004	Chr13	36500000	36600000	0.6107100	conserved	D
3005	Chr13	36800000	36900000	0.6112000	conserved	D
3006	Chr13	38050000	38150000	0.6539600	conserved	D
3007	Chr13	41400000	41500000	0.4367200	conserved	D
3008	Chr13	41750000	41850000	0.5533100	conserved	D
3009	Chr13	42300000	42400000	0.6554700	conserved	D
3010	Chr13	42650000	42750000	0.5177300	conserved	D
3011	Chr13	43300000	43400000	0.5992100	conserved	D
3012	Chr13	43600000	43700000	0.6584300	conserved	D
3013	Chr13	43900000	44000000	0.6834100	specific	D
3014	Chr13	44100000	44200000	0.6382100	conserved	D
3015	Chr13	44400000	44500000	0.5643200	conserved	D
3016	Chr13	44750000	44850000	0.2711000	conserved	D
3017	Chr13	45950000	46050000	0.6217400	conserved	D
3018	Chr13	46250000	46350000	0.5137300	conserved	D
3019	Chr13	47250000	47350000	0.5305800	conserved	D
3020	Chr13	47550000	47650000	0.4113600	conserved	D
3021	Chr13	49900000	50000000	0.3519900	conserved	D
3022	Chr13	50650000	50750000	0.5680600	conserved	D
3023	Chr13	53150000	53250000	0.5358400	conserved	D
3024	Chr13	53550000	53650000	0.2769700	conserved	D
3025	Chr13	54850000	54950000	0.5107400	specific	D
3026	Chr13	55650000	55750000	0.3170200	specific	D
3027	Chr13	56800000	56900000	0.4430500	conserved	D
3028	Chr13	58150000	58250000	0.2432400	specific	D
3029	Chr13	0	50000	0.3369600	specific	D
3030	Chr13	3950000	4050000	0.3679600	conserved	D
3031	Chr13	4600000	4700000	0.4509300	conserved	D
3032	Chr13	5400000	5500000	0.4249600	conserved	D
3033	Chr13	6700000	6800000	0.4067000	conserved	D
3034	Chr13	9700000	9800000	0.6262600	conserved	D
3035	Chr13	11300000	11400000	0.7171600	conserved	D
3036	Chr13	12200000	12300000	0.5922300	conserved	D
3037	Chr13	14950000	15050000	0.4719900	conserved	D
3038	Chr13	19150000	19250000	0.7063000	specific	D
3039	Chr13	21500000	21600000	0.7683600	conserved	D
3040	Chr13	27150000	27250000	0.6822800	conserved	D
3041	Chr13	27800000	27900000	0.6245200	conserved	D
3042	Chr13	29900000	30000000	0.5158600	conserved	D
3043	Chr13	30300000	30400000	0.6821900	conserved	D
3044	Chr13	34750000	34850000	0.6672600	conserved	D
3045	Chr13	37500000	37600000	0.6273900	conserved	D
3046	Chr13	42100000	42200000	0.5944800	conserved	D
3047	Chr13	45500000	45600000	0.4865400	conserved	D
3048	Chr13	46550000	46650000	0.4949000	conserved	D
3049	Chr13	46800000	46900000	0.4387100	conserved	D
3050	Chr13	50100000	50200000	0.5378400	specific	D
3051	Chr13	51000000	51100000	0.3627600	conserved	D
3052	Chr13	51250000	51350000	0.7007400	conserved	D
3053	Chr13	52300000	52400000	0.2880200	conserved	D
3054	Chr13	52700000	52800000	0.3467700	conserved	D
3055	Chr13	53900000	54000000	0.2995700	conserved	D
3056	Chr13	54400000	54500000	0.3756800	conserved	D
3057	Chr13	55200000	55300000	0.2868100	conserved	D
3058	Chr13	57300000	57400000	0.2828400	conserved	D
3059	Chr13	58600000	58700000	0.1569400	conserved	D
3060	Chr01	150900000	151000000	0.5959700	conserved	K
3061	Chr01	184500000	184600000	0.8252300	specific	K
3062	Chr01	192850000	192950000	0.2064100	conserved	K
3063	Chr01	15650000	15750000	0.7797400	specific	K
3064	Chr01	18800000	18900000	0.9036500	specific	K
