line	name	dist	year	genome	type
28496	LTR-TE1320	3.22	2.3	K	Gypsy
28497	LTR-TE1321	3.64	2.6	K	Gypsy
28498	LTR-TE1322	2.64	1.88571	K	Gypsy
28499	LTR-TE1325	3.19	2.27857	K	Gypsy
28500	LTR-TE1326	7.85	5.60714	K	Gypsy
28501	LTR-TE1327	5.43	3.87857	K	Gypsy
28502	LTR-TE1328	4.87	3.47857	K	Gypsy
28503	LTR-TE1329	1.49	1.06429	K	Gypsy
28504	LTR-TE1333	2.47	1.76429	K	Gypsy
28505	LTR-TE1334	3.86	2.75714	K	Gypsy
28506	LTR-TE1335	2.55	1.82143	K	Gypsy
28507	LTR-TE1336	7.61	5.43571	K	Gypsy
28508	LTR-TE1337	5.15	3.67857	K	Gypsy
28509	LTR-TE1338	7.13	5.09286	K	Gypsy
28510	LTR-TE1341	2.23	1.59286	K	Gypsy
28511	LTR-TE1343	6.04	4.31429	K	Gypsy
28512	LTR-TE1344	6.84	4.88571	K	Gypsy
28513	LTR-TE1345	2.04	1.45714	K	Gypsy
28514	LTR-TE1346	5.57	3.97857	K	Gypsy
28515	LTR-TE1348	7.45	5.32143	K	Gypsy
28516	LTR-TE1350	2.09	1.49286	K	Gypsy
28517	LTR-TE1353	2.57	1.83571	K	Gypsy
28518	LTR-TE1354	1.64	1.17143	K	Gypsy
28519	LTR-TE1355	3.10	2.21429	K	Gypsy
28520	LTR-TE1357	8.09	5.77857	K	Gypsy
28521	LTR-TE1358	4.18	2.98571	K	Gypsy
28522	LTR-TE1359	6.89	4.92143	K	Gypsy
28523	LTR-TE1360	8.56	6.11429	K	Gypsy
28524	LTR-TE1361	7.06	5.04286	K	Gypsy
28525	LTR-TE1363	2.07	1.47857	K	Gypsy
28526	LTR-TE1364	1.87	1.33571	K	Gypsy
28527	LTR-TE1365	4.94	3.52857	K	Gypsy
28528	LTR-TE1366	5.23	3.73571	K	Gypsy
28529	LTR-TE1367	6.53	4.66429	K	Gypsy
28530	LTR-TE1368	2.03	1.45	K	Gypsy
28531	LTR-TE1369	6.56	4.68571	K	Gypsy
28532	LTR-TE1370	8.65	6.17857	K	Gypsy
28533	LTR-TE1371	2.41	1.72143	K	Gypsy
28534	LTR-TE1372	5.23	3.73571	K	Gypsy
28535	LTR-TE1373	8.61	6.15	K	Gypsy
28536	LTR-TE1374	8.95	6.39286	K	Gypsy
28537	LTR-TE1375	9.20	6.57143	K	Gypsy
28538	LTR-TE1376	2.89	2.06429	K	Gypsy
28539	LTR-TE1377	2.20	1.57143	K	Gypsy
28540	LTR-TE1378	2.15	1.53571	K	Gypsy
28541	LTR-TE1381	2.90	2.07143	K	Gypsy
28542	LTR-TE1382	3.04	2.17143	K	Gypsy
28543	LTR-TE1383	6.45	4.60714	K	Gypsy
28544	LTR-TE1384	5.36	3.82857	K	Gypsy
28545	LTR-TE1385	5.38	3.84286	K	Gypsy
28546	LTR-TE1386	5.29	3.77857	K	Gypsy
28547	LTR-TE1387	5.58	3.98571	K	Gypsy
28548	LTR-TE1388	2.91	2.07857	K	Gypsy
28549	LTR-TE1389	4.37	3.12143	K	Gypsy
28550	LTR-TE1390	4.24	3.02857	K	Gypsy
28551	LTR-TE1391	5.55	3.96429	K	Gypsy
28552	LTR-TE1392	6.11	4.36429	K	Gypsy
28553	LTR-TE1393	2.49	1.77857	K	Gypsy
28554	LTR-TE1394	2.53	1.80714	K	Gypsy
28555	LTR-TE1395	5.77	4.12143	K	Gypsy
28556	LTR-TE1397	5.01	3.57857	K	Gypsy
28557	LTR-TE1399	6.78	4.84286	K	Gypsy
28558	LTR-TE1400	3.64	2.6	K	Gypsy
28559	LTR-TE1401	4.24	3.02857	K	Gypsy
28560	LTR-TE1403	-0.00	0	K	Gypsy
28561	LTR-TE1404	-0.00	0	K	Gypsy
28562	LTR-TE1405	5.66	4.04286	K	Gypsy
28563	LTR-TE1407	1.88	1.34286	K	Gypsy
28564	LTR-TE1408	6.78	4.84286	K	Gypsy
28565	LTR-TE1409	1.84	1.31429	K	Gypsy
28566	LTR-TE1410	3.96	2.82857	K	Gypsy
28567	LTR-TE1411	3.78	2.7	K	Gypsy
28568	LTR-TE1412	7.65	5.46429	K	Gypsy
28569	LTR-TE1413	2.51	1.79286	K	Gypsy
28570	LTR-TE1414	5.59	3.99286	K	Gypsy
28571	LTR-TE1415	3.16	2.25714	K	Gypsy
28572	LTR-TE1416	4.58	3.27143	K	Gypsy
28573	LTR-TE1417	6.42	4.58571	K	Gypsy
28574	LTR-TE1418	4.52	3.22857	K	Gypsy
28575	LTR-TE1419	9.15	6.53571	K	Gypsy
28576	LTR-TE1420	4.28	3.05714	K	Gypsy
28577	LTR-TE1422	4.66	3.32857	K	Gypsy
28578	LTR-TE1423	2.44	1.74286	K	Gypsy
28579	LTR-TE1424	4.76	3.4	K	Gypsy
28580	LTR-TE1425	2.56	1.82857	K	Gypsy
28581	LTR-TE1426	6.82	4.87143	K	Gypsy
28582	LTR-TE1427	2.66	1.9	K	Gypsy
28583	LTR-TE1429	4.24	3.02857	K	Gypsy
28584	LTR-TE1430	1.14	0.814286	K	Gypsy
28585	LTR-TE1432	3.71	2.65	K	Gypsy
28586	LTR-TE1433	6.56	4.68571	K	Gypsy
28587	LTR-TE1434	3.06	2.18571	K	Gypsy
28588	LTR-TE1435	2.51	1.79286	K	Gypsy
28589	LTR-TE1436	5.51	3.93571	K	Gypsy
28590	LTR-TE1437	4.80	3.42857	K	Gypsy
28591	LTR-TE1439	3.30	2.35714	K	Gypsy
28592	LTR-TE1441	2.47	1.76429	K	Gypsy
28593	LTR-TE1443	5.17	3.69286	K	Gypsy
28594	LTR-TE1444	3.70	2.64286	K	Gypsy
28595	LTR-TE1445	1.79	1.27857	K	Gypsy
28596	LTR-TE1446	4.84	3.45714	K	Gypsy
28597	LTR-TE1448	4.26	3.04286	K	Gypsy
28598	LTR-TE1449	4.32	3.08571	K	Gypsy
28599	LTR-TE1450	4.84	3.45714	K	Gypsy
28600	LTR-TE1451	1.27	0.907143	K	Gypsy
28601	LTR-TE1452	7.98	5.7	K	Gypsy
28602	LTR-TE1453	6.48	4.62857	K	Gypsy
28603	LTR-TE1455	6.68	4.77143	K	Gypsy
28604	LTR-TE1456	3.35	2.39286	K	Gypsy
28605	LTR-TE1457	3.25	2.32143	K	Gypsy
28606	LTR-TE1458	2.05	1.46429	K	Gypsy
28607	LTR-TE1459	2.82	2.01429	K	Gypsy
28608	LTR-TE1460	2.62	1.87143	K	Gypsy
28609	LTR-TE1461	3.28	2.34286	K	Gypsy
28610	LTR-TE1462	4.14	2.95714	K	Gypsy
28611	LTR-TE1463	5.71	4.07857	K	Gypsy
28612	LTR-TE1465	2.41	1.72143	K	Gypsy
28613	LTR-TE1467	2.18	1.55714	K	Gypsy
28614	LTR-TE1468	3.14	2.24286	K	Gypsy
28615	LTR-TE1469	3.13	2.23571	K	Gypsy
28616	LTR-TE1471	3.31	2.36429	K	Gypsy
28617	LTR-TE1472	10.17	7.26429	K	Gypsy
28618	LTR-TE1475	8.40	6	K	Gypsy
28619	LTR-TE1476	2.38	1.7	K	Gypsy
28620	LTR-TE1477	2.41	1.72143	K	Gypsy
28621	LTR-TE1480	2.34	1.67143	K	Gypsy
28622	LTR-TE1481	4.76	3.4	K	Gypsy
28623	LTR-TE1484	4.81	3.43571	K	Gypsy
28624	LTR-TE1486	2.97	2.12143	K	Gypsy
28625	LTR-TE1487	2.46	1.75714	K	Gypsy
28626	LTR-TE1489	1.11	0.792857	K	Gypsy
28627	LTR-TE1493	8.74	6.24286	K	Gypsy
28628	LTR-TE1494	3.23	2.30714	K	Gypsy
28629	LTR-TE1495	2.80	2	K	Gypsy
28630	LTR-TE1496	2.84	2.02857	K	Gypsy
28631	LTR-TE1497	3.19	2.27857	K	Gypsy
28632	LTR-TE1498	3.06	2.18571	K	Gypsy
28633	LTR-TE1499	4.14	2.95714	K	Gypsy
28634	LTR-TE1500	3.73	2.66429	K	Gypsy
28635	LTR-TE1502	8.29	5.92143	K	Gypsy
28636	LTR-TE1503	5.54	3.95714	K	Gypsy
28637	LTR-TE1504	3.83	2.73571	K	Gypsy
28638	LTR-TE1505	5.30	3.78571	K	Gypsy
28639	LTR-TE1506	1.31	0.935714	K	Gypsy
28640	LTR-TE1507	6.71	4.79286	K	Gypsy
28641	LTR-TE1508	-0.00	0	K	Gypsy
28642	LTR-TE1510	6.77	4.83571	K	Gypsy
28643	LTR-TE1511	1.71	1.22143	K	Gypsy
28644	LTR-TE1513	8.71	6.22143	K	Gypsy
28645	LTR-TE1514	5.23	3.73571	K	Gypsy
28646	LTR-TE1515	2.70	1.92857	K	Gypsy
28647	LTR-TE1516	2.71	1.93571	K	Gypsy
28648	LTR-TE1517	2.67	1.90714	K	Gypsy
28649	LTR-TE1519	1.79	1.27857	K	Gypsy
28650	LTR-TE1520	1.42	1.01429	K	Gypsy
28651	LTR-TE1523	6.91	4.93571	K	Gypsy
28652	LTR-TE1526	8.47	6.05	K	Gypsy
28653	LTR-TE1527	2.11	1.50714	K	Gypsy
28654	LTR-TE1528	4.02	2.87143	K	Gypsy
28655	LTR-TE1529	5.94	4.24286	K	Gypsy
28656	LTR-TE1530	4.40	3.14286	K	Gypsy
28657	LTR-TE1531	0.51	0.364286	K	Gypsy
28658	LTR-TE1532	4.37	3.12143	K	Gypsy
28659	LTR-TE1533	1.47	1.05	K	Gypsy
28660	LTR-TE1534	3.22	2.3	K	Gypsy
28661	LTR-TE1535	4.16	2.97143	K	Gypsy
28662	LTR-TE1536	3.95	2.82143	K	Gypsy
28663	LTR-TE1537	7.48	5.34286	K	Gypsy
28664	LTR-TE1538	8.48	6.05714	K	Gypsy
28665	LTR-TE1540	4.01	2.86429	K	Gypsy
28666	LTR-TE1541	7.36	5.25714	K	Gypsy
28667	LTR-TE1543	3.34	2.38571	K	Gypsy
28668	LTR-TE1544	0.45	0.321429	K	Gypsy
28669	LTR-TE1546	3.77	2.69286	K	Gypsy
28670	LTR-TE1548	6.90	4.92857	K	Gypsy
28671	LTR-TE1549	2.55	1.82143	K	Gypsy
28672	LTR-TE1550	5.77	4.12143	K	Gypsy
28673	LTR-TE1551	4.87	3.47857	K	Gypsy
28674	LTR-TE1552	6.76	4.82857	K	Gypsy
28675	LTR-TE1553	5.14	3.67143	K	Gypsy
28676	LTR-TE1554	4.61	3.29286	K	Gypsy
28677	LTR-TE1556	3.46	2.47143	K	Gypsy
28678	LTR-TE1557	2.88	2.05714	K	Gypsy
28679	LTR-TE1558	5.66	4.04286	K	Gypsy
28680	LTR-TE1559	3.63	2.59286	K	Gypsy
28681	LTR-TE1560	2.40	1.71429	K	Gypsy
28682	LTR-TE1562	9.19	6.56429	K	Gypsy
28683	LTR-TE1563	3.75	2.67857	K	Gypsy
28684	LTR-TE1564	6.19	4.42143	K	Gypsy
28685	LTR-TE1565	4.41	3.15	K	Gypsy
28686	LTR-TE1566	4.26	3.04286	K	Gypsy
28687	LTR-TE1567	2.29	1.63571	K	Gypsy
28688	LTR-TE1568	4.79	3.42143	K	Gypsy
28689	LTR-TE1569	2.37	1.69286	K	Gypsy
28690	LTR-TE1570	5.19	3.70714	K	Gypsy
28691	LTR-TE1571	3.42	2.44286	K	Gypsy
28692	LTR-TE1572	8.44	6.02857	K	Gypsy
28693	LTR-TE1575	3.16	2.25714	K	Gypsy
28694	LTR-TE1576	4.30	3.07143	K	Gypsy
28695	LTR-TE1577	4.75	3.39286	K	Gypsy
28696	LTR-TE1579	1.10	0.785714	K	Gypsy
28697	LTR-TE1580	3.90	2.78571	K	Gypsy
28698	LTR-TE1581	2.40	1.71429	K	Gypsy
28699	LTR-TE1582	3.70	2.64286	K	Gypsy
28700	LTR-TE1583	2.22	1.58571	K	Gypsy
28701	LTR-TE1586	2.36	1.68571	K	Gypsy
28702	LTR-TE1587	1.80	1.28571	K	Gypsy
28703	LTR-TE1588	2.59	1.85	K	Gypsy
28704	LTR-TE1589	2.89	2.06429	K	Gypsy
28705	LTR-TE1590	3.38	2.41429	K	Gypsy
28706	LTR-TE1591	1.20	0.857143	K	Gypsy
28707	LTR-TE1592	2.15	1.53571	K	Gypsy
28708	LTR-TE1596	3.96	2.82857	K	Gypsy
28709	LTR-TE1597	3.00	2.14286	K	Gypsy
28710	LTR-TE1599	2.77	1.97857	K	Gypsy
28711	LTR-TE1601	4.06	2.9	K	Gypsy
28712	LTR-TE1602	2.36	1.68571	K	Gypsy
28713	LTR-TE1604	3.74	2.67143	K	Gypsy
28714	LTR-TE1605	1.59	1.13571	K	Gypsy
28715	LTR-TE1606	7.97	5.69286	K	Gypsy
28716	LTR-TE1608	4.22	3.01429	K	Gypsy
28717	LTR-TE1609	2.71	1.93571	K	Gypsy
28718	LTR-TE1610	-0.00	0	K	Gypsy
28719	LTR-TE1612	2.51	1.79286	K	Gypsy
28720	LTR-TE1613	1.79	1.27857	K	Gypsy
28721	LTR-TE1615	2.18	1.55714	K	Gypsy
28722	LTR-TE1616	3.77	2.69286	K	Gypsy
28723	LTR-TE1617	3.48	2.48571	K	Gypsy
28724	LTR-TE1618	8.94	6.38571	K	Gypsy
28725	LTR-TE1620	5.77	4.12143	K	Gypsy
28726	LTR-TE1621	3.55	2.53571	K	Gypsy
28727	LTR-TE1622	3.07	2.19286	K	Gypsy
28728	LTR-TE1624	1.76	1.25714	K	Gypsy
28729	LTR-TE1625	3.30	2.35714	K	Gypsy
28730	LTR-TE1626	5.53	3.95	K	Gypsy
28731	LTR-TE1627	2.62	1.87143	K	Gypsy
28732	LTR-TE1628	5.44	3.88571	K	Gypsy
28733	LTR-TE1630	4.06	2.9	K	Gypsy
28734	LTR-TE1631	2.18	1.55714	K	Gypsy
28735	LTR-TE1632	4.24	3.02857	K	Gypsy
28736	LTR-TE1636	1.81	1.29286	K	Gypsy
28737	LTR-TE1637	9.80	7	K	Gypsy
28738	LTR-TE1638	2.66	1.9	K	Gypsy
28739	LTR-TE1639	3.46	2.47143	K	Gypsy
28740	LTR-TE1640	0.70	0.5	K	Gypsy
28741	LTR-TE1641	3.76	2.68571	K	Gypsy
28742	LTR-TE1642	3.89	2.77857	K	Gypsy
28743	LTR-TE1644	3.25	2.32143	K	Gypsy
28744	LTR-TE1645	5.52	3.94286	K	Gypsy
28745	LTR-TE1647	4.95	3.53571	K	Gypsy
28746	LTR-TE1648	5.40	3.85714	K	Gypsy
28747	LTR-TE1649	3.51	2.50714	K	Gypsy
28748	LTR-TE1650	1.05	0.75	K	Gypsy
28749	LTR-TE1651	6.16	4.4	K	Gypsy
28750	LTR-TE1652	3.21	2.29286	K	Gypsy
28751	LTR-TE1653	1.84	1.31429	K	Gypsy
28752	LTR-TE1654	9.42	6.72857	K	Gypsy
28753	LTR-TE1655	4.56	3.25714	K	Gypsy
28754	LTR-TE1657	4.92	3.51429	K	Gypsy
28755	LTR-TE1658	5.81	4.15	K	Gypsy
28756	LTR-TE1661	2.86	2.04286	K	Gypsy
28757	LTR-TE1664	4.08	2.91429	K	Gypsy
28758	LTR-TE1668	1.72	1.22857	K	Gypsy
28759	LTR-TE1669	2.43	1.73571	K	Gypsy
28760	LTR-TE1670	7.28	5.2	K	Gypsy
28761	LTR-TE1672	4.33	3.09286	K	Gypsy
28762	LTR-TE1674	5.85	4.17857	K	Gypsy
28763	LTR-TE1677	2.83	2.02143	K	Gypsy
28764	LTR-TE1678	2.95	2.10714	K	Gypsy
28765	LTR-TE1679	6.15	4.39286	K	Gypsy
28766	LTR-TE1680	5.14	3.67143	K	Gypsy
28767	LTR-TE1681	6.86	4.9	K	Gypsy
28768	LTR-TE1682	4.01	2.86429	K	Gypsy
28769	LTR-TE1708	4.23	3.02143	K	Gypsy
28770	LTR-TE1709	2.65	1.89286	K	Gypsy
28771	LTR-TE1710	7.90	5.64286	K	Gypsy
28772	LTR-TE1711	3.48	2.48571	K	Gypsy
28773	LTR-TE1712	4.65	3.32143	K	Gypsy
28774	LTR-TE1714	2.93	2.09286	K	Gypsy
28775	LTR-TE1715	5.36	3.82857	K	Gypsy
28776	LTR-TE1716	7.58	5.41429	K	Gypsy
28777	LTR-TE1719	3.82	2.72857	K	Gypsy
28778	LTR-TE1720	8.59	6.13571	K	Gypsy
28779	LTR-TE1721	4.22	3.01429	K	Gypsy
28780	LTR-TE1724	7.53	5.37857	K	Gypsy
28781	LTR-TE1725	1.45	1.03571	K	Gypsy
28782	LTR-TE1726	1.97	1.40714	K	Gypsy
28783	LTR-TE1727	7.37	5.26429	K	Gypsy
28784	LTR-TE1728	2.20	1.57143	K	Gypsy
28785	LTR-TE1731	5.54	3.95714	K	Gypsy
28786	LTR-TE1732	2.22	1.58571	K	Gypsy
28787	LTR-TE1733	3.15	2.25	K	Gypsy
28788	LTR-TE1735	12.25	8.75	K	Gypsy
28789	LTR-TE1736	3.65	2.60714	K	Gypsy
28790	LTR-TE1737	12.15	8.67857	K	Gypsy
28791	LTR-TE1738	4.48	3.2	K	Gypsy
28792	LTR-TE1739	4.79	3.42143	K	Gypsy
28793	LTR-TE1740	8.09	5.77857	K	Gypsy
28794	LTR-TE1741	7.25	5.17857	K	Gypsy
28795	LTR-TE1742	1.87	1.33571	K	Gypsy
28796	LTR-TE1743	6.38	4.55714	K	Gypsy
28797	LTR-TE1744	7.92	5.65714	K	Gypsy
28798	LTR-TE1745	2.68	1.91429	K	Gypsy
28799	LTR-TE1746	7.41	5.29286	K	Gypsy
28800	LTR-TE1747	6.68	4.77143	K	Gypsy
28801	LTR-TE1748	4.21	3.00714	K	Gypsy
28802	LTR-TE1750	10.90	7.78571	K	Gypsy
28803	LTR-TE1751	2.55	1.82143	K	Gypsy
28804	LTR-TE1752	5.64	4.02857	K	Gypsy
28805	LTR-TE1753	5.97	4.26429	K	Gypsy
28806	LTR-TE1755	6.75	4.82143	K	Gypsy
28807	LTR-TE1756	2.81	2.00714	K	Gypsy
28808	LTR-TE1757	4.02	2.87143	K	Gypsy
28809	LTR-TE1758	2.02	1.44286	K	Gypsy
28810	LTR-TE1759	6.33	4.52143	K	Gypsy
28811	LTR-TE1760	3.30	2.35714	K	Gypsy
28812	LTR-TE1761	5.40	3.85714	K	Gypsy
28813	LTR-TE1762	2.63	1.87857	K	Gypsy
28814	LTR-TE1764	2.80	2	K	Gypsy
28815	LTR-TE1765	1.99	1.42143	K	Gypsy
28816	LTR-TE1767	3.53	2.52143	K	Gypsy
28817	LTR-TE1768	6.32	4.51429	K	Gypsy
28818	LTR-TE1769	2.34	1.67143	K	Gypsy
28819	LTR-TE1770	3.93	2.80714	K	Gypsy
28820	LTR-TE1771	2.95	2.10714	K	Gypsy
28821	LTR-TE1772	8.38	5.98571	K	Gypsy
28822	LTR-TE1773	9.35	6.67857	K	Gypsy
28823	LTR-TE1775	7.81	5.57857	K	Gypsy
28824	LTR-TE1778	1.92	1.37143	K	Gypsy
28825	LTR-TE1780	4.44	3.17143	K	Gypsy
28826	LTR-TE1781	3.97	2.83571	K	Gypsy
28827	LTR-TE1782	5.42	3.87143	K	Gypsy
28828	LTR-TE1784	6.53	4.66429	K	Gypsy
28829	LTR-TE1785	3.74	2.67143	K	Gypsy
28830	LTR-TE1787	3.45	2.46429	K	Gypsy
28831	LTR-TE1788	5.44	3.88571	K	Gypsy
28832	LTR-TE1789	3.92	2.8	K	Gypsy
28833	LTR-TE1790	2.26	1.61429	K	Gypsy
28834	LTR-TE1792	5.78	4.12857	K	Gypsy
28835	LTR-TE1794	3.41	2.43571	K	Gypsy
28836	LTR-TE1795	5.97	4.26429	K	Gypsy
28837	LTR-TE1796	3.84	2.74286	K	Gypsy
28838	LTR-TE1798	3.18	2.27143	K	Gypsy
28839	LTR-TE1799	7.69	5.49286	K	Gypsy
28840	LTR-TE1800	2.59	1.85	K	Gypsy
28841	LTR-TE1801	6.45	4.60714	K	Gypsy
28842	LTR-TE1802	7.29	5.20714	K	Gypsy
28843	LTR-TE1803	3.26	2.32857	K	Gypsy
28844	LTR-TE1804	3.82	2.72857	K	Gypsy
28845	LTR-TE1805	3.80	2.71429	K	Gypsy
28846	LTR-TE1806	5.37	3.83571	K	Gypsy
28847	LTR-TE1807	10.02	7.15714	K	Gypsy
28848	LTR-TE1808	2.78	1.98571	K	Gypsy
28849	LTR-TE1809	6.86	4.9	K	Gypsy
28850	LTR-TE1811	7.93	5.66429	K	Gypsy
28851	LTR-TE1812	6.55	4.67857	K	Gypsy
28852	LTR-TE1814	3.30	2.35714	K	Gypsy
28853	LTR-TE1815	4.89	3.49286	K	Gypsy
28854	LTR-TE1816	5.86	4.18571	K	Gypsy
28855	LTR-TE1817	3.57	2.55	K	Gypsy
28856	LTR-TE1818	2.16	1.54286	K	Gypsy
28857	LTR-TE1820	2.36	1.68571	K	Gypsy
28858	LTR-TE1821	3.19	2.27857	K	Gypsy
28859	LTR-TE1823	4.17	2.97857	K	Gypsy
28860	LTR-TE1824	1.67	1.19286	K	Gypsy
28861	LTR-TE1825	2.73	1.95	K	Gypsy
28862	LTR-TE1827	3.55	2.53571	K	Gypsy
28863	LTR-TE1833	1.60	1.14286	K	Gypsy
28864	LTR-TE1834	2.58	1.84286	K	Gypsy
28865	LTR-TE1836	9.92	7.08571	K	Gypsy
28866	LTR-TE1839	2.99	2.13571	K	Gypsy
28867	LTR-TE1840	3.06	2.18571	K	Gypsy
28868	LTR-TE1842	6.60	4.71429	K	Gypsy
28869	LTR-TE1843	5.77	4.12143	K	Gypsy
28870	LTR-TE1845	4.40	3.14286	K	Gypsy
28871	LTR-TE1847	7.29	5.20714	K	Gypsy
28872	LTR-TE1848	5.41	3.86429	K	Gypsy
28873	LTR-TE1849	3.11	2.22143	K	Gypsy
28874	LTR-TE1850	7.03	5.02143	K	Gypsy
28875	LTR-TE1851	2.00	1.42857	K	Gypsy
28876	LTR-TE1852	2.24	1.6	K	Gypsy
28877	LTR-TE1853	2.10	1.5	K	Gypsy
28878	LTR-TE1854	2.34	1.67143	K	Gypsy
28879	LTR-TE1855	2.09	1.49286	K	Gypsy
28880	LTR-TE1856	2.37	1.69286	K	Gypsy
28881	LTR-TE1857	2.11	1.50714	K	Gypsy
28882	LTR-TE1858	1.72	1.22857	K	Gypsy
28883	LTR-TE1859	6.31	4.50714	K	Gypsy
28884	LTR-TE1860	2.15	1.53571	K	Gypsy
28885	LTR-TE1861	7.41	5.29286	K	Gypsy
28886	LTR-TE1866	9.04	6.45714	K	Gypsy
28887	LTR-TE1867	2.02	1.44286	K	Gypsy
28888	LTR-TE1868	1.58	1.12857	K	Gypsy
28889	LTR-TE1869	2.64	1.88571	K	Gypsy
28890	LTR-TE1870	3.00	2.14286	K	Gypsy
28891	LTR-TE1871	6.72	4.8	K	Gypsy
28892	LTR-TE1872	1.05	0.75	K	Gypsy
28893	LTR-TE1873	3.73	2.66429	K	Gypsy
28894	LTR-TE1874	7.10	5.07143	K	Gypsy
28895	LTR-TE1875	3.86	2.75714	K	Gypsy
28896	LTR-TE1876	3.12	2.22857	K	Gypsy
28897	LTR-TE1878	3.24	2.31429	K	Gypsy
28898	LTR-TE1879	7.08	5.05714	K	Gypsy
28899	LTR-TE1880	1.99	1.42143	K	Gypsy
28900	LTR-TE1882	3.23	2.30714	K	Gypsy
28901	LTR-TE1883	3.77	2.69286	K	Gypsy
28902	LTR-TE1884	3.20	2.28571	K	Gypsy
28903	LTR-TE1885	5.97	4.26429	K	Gypsy
28904	LTR-TE1886	5.77	4.12143	K	Gypsy
28905	LTR-TE1888	5.00	3.57143	K	Gypsy
28906	LTR-TE1889	2.32	1.65714	K	Gypsy
28907	LTR-TE1890	6.00	4.28571	K	Gypsy
28908	LTR-TE1891	3.50	2.5	K	Gypsy
28909	LTR-TE1892	5.78	4.12857	K	Gypsy
28910	LTR-TE1893	8.10	5.78571	K	Gypsy
28911	LTR-TE1895	3.59	2.56429	K	Gypsy
28912	LTR-TE1898	3.14	2.24286	K	Gypsy
28913	LTR-TE1899	2.26	1.61429	K	Gypsy
28914	LTR-TE1901	1.51	1.07857	K	Gypsy
28915	LTR-TE1903	10.51	7.50714	K	Gypsy
28916	LTR-TE1904	2.54	1.81429	K	Gypsy
28917	LTR-TE1906	5.08	3.62857	K	Gypsy
28918	LTR-TE1907	6.56	4.68571	K	Gypsy
28919	LTR-TE1908	2.76	1.97143	K	Gypsy
28920	LTR-TE1909	3.34	2.38571	K	Gypsy
28921	LTR-TE1910	1.70	1.21429	K	Gypsy
28922	LTR-TE1912	3.73	2.66429	K	Gypsy
28923	LTR-TE1913	6.82	4.87143	K	Gypsy
28924	LTR-TE1914	7.61	5.43571	K	Gypsy
28925	LTR-TE1915	4.16	2.97143	K	Gypsy
28926	LTR-TE1916	3.76	2.68571	K	Gypsy
28927	LTR-TE1917	3.68	2.62857	K	Gypsy
28928	LTR-TE1918	5.83	4.16429	K	Gypsy
28929	LTR-TE1919	6.81	4.86429	K	Gypsy
28930	LTR-TE1920	2.50	1.78571	K	Gypsy
28931	LTR-TE1921	7.31	5.22143	K	Gypsy
28932	LTR-TE1922	2.98	2.12857	K	Gypsy
28933	LTR-TE1923	1.59	1.13571	K	Gypsy
28934	LTR-TE1924	5.03	3.59286	K	Gypsy
28935	LTR-TE1926	2.22	1.58571	K	Gypsy
28936	LTR-TE1927	2.85	2.03571	K	Gypsy
28937	LTR-TE1928	2.12	1.51429	K	Gypsy
28938	LTR-TE1929	0.69	0.492857	K	Gypsy
28939	LTR-TE1931	2.86	2.04286	K	Gypsy
28940	LTR-TE1932	6.04	4.31429	K	Gypsy
28941	LTR-TE1934	7.06	5.04286	K	Gypsy
28942	LTR-TE1935	3.99	2.85	K	Gypsy
28943	LTR-TE1937	5.16	3.68571	K	Gypsy
28944	LTR-TE1939	5.35	3.82143	K	Gypsy
28945	LTR-TE1940	1.42	1.01429	K	Gypsy
28946	LTR-TE1941	4.31	3.07857	K	Gypsy
28947	LTR-TE1943	5.93	4.23571	K	Gypsy
28948	LTR-TE1944	6.04	4.31429	K	Gypsy
28949	LTR-TE1945	4.97	3.55	K	Gypsy
28950	LTR-TE1946	5.46	3.9	K	Gypsy
28951	LTR-TE1947	5.00	3.57143	K	Gypsy
28952	LTR-TE1950	3.52	2.51429	K	Gypsy
28953	LTR-TE1951	3.51	2.50714	K	Gypsy
28954	LTR-TE1952	2.28	1.62857	K	Gypsy
28955	LTR-TE1953	2.54	1.81429	K	Gypsy
28956	LTR-TE1954	4.02	2.87143	K	Gypsy
28957	LTR-TE1955	2.41	1.72143	K	Gypsy
28958	LTR-TE1956	-0.00	0	K	Gypsy
28959	LTR-TE1957	-0.00	0	K	Gypsy
28960	LTR-TE1958	10.46	7.47143	K	Gypsy
28961	LTR-TE1959	2.18	1.55714	K	Gypsy
28962	LTR-TE1963	5.42	3.87143	K	Gypsy
28963	LTR-TE1964	3.54	2.52857	K	Gypsy
28964	LTR-TE1965	4.93	3.52143	K	Gypsy
28965	LTR-TE1966	4.51	3.22143	K	Gypsy
28966	LTR-TE1967	6.12	4.37143	K	Gypsy
28967	LTR-TE1968	2.24	1.6	K	Gypsy
28968	LTR-TE1969	2.23	1.59286	K	Gypsy
28969	LTR-TE1970	3.87	2.76429	K	Gypsy
28970	LTR-TE1971	7.36	5.25714	K	Gypsy
28971	LTR-TE1972	8.31	5.93571	K	Gypsy
28972	LTR-TE1973	6.75	4.82143	K	Gypsy
28973	LTR-TE1974	6.58	4.7	K	Gypsy
28974	LTR-TE1975	5.95	4.25	K	Gypsy
28975	LTR-TE1976	3.98	2.84286	K	Gypsy
28976	LTR-TE1978	3.65	2.60714	K	Gypsy
28977	LTR-TE1981	1.51	1.07857	K	Gypsy
28978	LTR-TE1982	2.65	1.89286	K	Gypsy
28979	LTR-TE1987	6.02	4.3	K	Gypsy
