line	Chr	dist	genome
71038	Chr11	2847	K
71039	Chr11	49538	K
71040	Chr11	662	K
71041	Chr11	7153	K
71042	Chr11	8092	K
71043	Chr11	40965	K
71044	Chr11	58684	K
71045	Chr11	618	K
71046	Chr11	1202	K
71047	Chr11	576	K
71048	Chr11	1024	K
71049	Chr11	1626	K
71050	Chr11	21931	K
71051	Chr11	29900	K
71052	Chr11	15802	K
71053	Chr11	5497	K
71054	Chr11	26877	K
71055	Chr11	6722	K
71056	Chr11	76546	K
71057	Chr11	1306	K
71058	Chr11	16856	K
71059	Chr11	89109	K
71060	Chr11	7753	K
71061	Chr11	3233	K
71062	Chr11	529	K
71063	Chr11	659	K
71064	Chr11	1455	K
71065	Chr11	17883	K
71066	Chr11	40361	K
71067	Chr11	2188	K
71068	Chr11	44217	K
71069	Chr11	2545	K
71070	Chr11	3636	K
71071	Chr11	1300	K
71072	Chr11	3223	K
71073	Chr11	8912	K
71074	Chr11	3643	K
71075	Chr11	12621	K
71076	Chr11	94782	K
71077	Chr11	1341	K
71078	Chr11	1193	K
71079	Chr11	19630	K
71080	Chr11	18784	K
71081	Chr11	83823	K
71082	Chr11	185613	K
71083	Chr11	77121	K
71084	Chr11	3234	K
71085	Chr11	15726	K
71086	Chr11	21360	K
71087	Chr11	240	K
71088	Chr11	3275	K
71089	Chr11	11873	K
71090	Chr11	37055	K
71091	Chr11	442	K
71092	Chr11	25179	K
71093	Chr11	1123	K
71094	Chr11	37161	K
71095	Chr11	2241	K
71096	Chr11	2197	K
71097	Chr11	1089	K
71098	Chr11	550	K
71099	Chr11	20868	K
71100	Chr11	94934	K
71101	Chr11	761	K
71102	Chr11	17796	K
71103	Chr11	87724	K
71104	Chr11	2415	K
71105	Chr11	12100	K
71106	Chr11	4903	K
71107	Chr11	353	K
71108	Chr11	7796	K
71109	Chr11	2467	K
71110	Chr11	1875	K
71111	Chr11	1654	K
71112	Chr11	890	K
71113	Chr11	869	K
71114	Chr11	665	K
71115	Chr11	12535	K
71116	Chr11	4825	K
71117	Chr11	8709	K
71118	Chr11	107141	K
71119	Chr11	969	K
71120	Chr11	1325	K
71121	Chr11	1818	K
71122	Chr11	43204	K
71123	Chr11	601	K
71124	Chr11	2095	K
71125	Chr11	20211	K
71126	Chr11	1674	K
71127	Chr11	25372	K
71128	Chr11	6567	K
71129	Chr11	3383	K
71130	Chr11	5681	K
71131	Chr11	1965	K
71132	Chr11	494	K
71133	Chr11	46757	K
71134	Chr11	48195	K
71135	Chr11	1240	K
71136	Chr11	4556	K
71137	Chr11	1607	K
71138	Chr11	217	K
71139	Chr11	7065	K
71140	Chr11	193143	K
71141	Chr11	15495	K
71142	Chr11	34923	K
71143	Chr11	35110	K
71144	Chr11	7625	K
71145	Chr11	85	K
71146	Chr11	13726	K
71147	Chr11	1225	K
71148	Chr11	208870	K
71149	Chr11	1534	K
71150	Chr11	33368	K
71151	Chr11	222112	K
71152	Chr11	5593	K
71153	Chr11	2970	K
71154	Chr11	150229	K
71155	Chr11	5434	K
71156	Chr11	4857	K
71157	Chr11	32923	K
71158	Chr11	20273	K
71159	Chr11	2287	K
71160	Chr11	34	K
71161	Chr11	30794	K
71162	Chr11	23916	K
71163	Chr11	13105	K
71164	Chr11	71435	K
71165	Chr11	8734	K
71166	Chr11	19281	K
71167	Chr11	4023	K
71168	Chr11	21271	K
71169	Chr11	22734	K
71170	Chr11	400	K
71171	Chr11	6730	K
71172	Chr11	14289	K
71173	Chr11	4636	K
71174	Chr11	20021	K
71175	Chr11	4927	K
71176	Chr11	1006	K
71177	Chr11	515	K
71178	Chr11	1169	K
71179	Chr11	45232	K
71180	Chr11	38670	K
71181	Chr11	41530	K
71182	Chr11	60237	K
71183	Chr11	1683	K
71184	Chr11	11727	K
71185	Chr11	6519	K
71186	Chr11	1152	K
71187	Chr11	32	K
71188	Chr11	1324	K
71189	Chr11	22776	K
71190	Chr11	4961	K
71191	Chr11	44117	K
71192	Chr11	44190	K
71193	Chr11	5148	K
71194	Chr11	6760	K
71195	Chr11	30761	K
71196	Chr11	8908	K
71197	Chr11	2819	K
71198	Chr11	367	K
71199	Chr11	1707	K
71200	Chr11	30296	K
71201	Chr11	8748	K
71202	Chr11	224	K
71203	Chr11	25643	K
71204	Chr11	1223	K
71205	Chr11	459	K
71206	Chr11	37171	K
71207	Chr11	36754	K
71208	Chr11	6505	K
71209	Chr11	2723	K
71210	Chr11	5837	K
71211	Chr11	42150	K
71212	Chr11	2014	K
71213	Chr11	173610	K
71214	Chr11	40440	K
71215	Chr11	1249	K
71216	Chr11	1137	K
71217	Chr11	4901	K
71218	Chr11	2078	K
71219	Chr11	279	K
71220	Chr11	509	K
71221	Chr11	21980	K
71222	Chr11	38777	K
71223	Chr11	4818	K
71224	Chr11	4767	K
71225	Chr11	19092	K
71226	Chr11	1681	K
71227	Chr11	44461	K
71228	Chr11	26056	K
71229	Chr11	5031	K
71230	Chr11	667	K
71231	Chr11	5139	K
71232	Chr11	14457	K
71233	Chr11	4879	K
71234	Chr11	5182	K
71235	Chr11	38927	K
71236	Chr11	1633	K
71237	Chr11	39137	K
71238	Chr11	6395	K
71239	Chr11	1197	K
71240	Chr11	2889	K
71241	Chr11	5453	K
71242	Chr11	1670	K
71243	Chr11	4965	K
71244	Chr11	80467	K
71245	Chr11	44574	K
71246	Chr11	2344	K
71247	Chr11	114950	K
71248	Chr11	107275	K
71249	Chr11	162	K
71250	Chr11	1118	K
71251	Chr11	51989	K
71252	Chr11	62773	K
71253	Chr11	10819	K
71254	Chr11	5143	K
71255	Chr11	8625	K
71256	Chr11	46334	K
71257	Chr11	123573	K
71258	Chr11	636	K
71259	Chr11	41575	K
71260	Chr11	21302	K
71261	Chr11	3336	K
71262	Chr11	2234	K
71263	Chr11	23835	K
71264	Chr11	19	K
71265	Chr11	155	K
71266	Chr11	403	K
71267	Chr11	22778	K
71268	Chr11	17384	K
71269	Chr11	39364	K
71270	Chr11	73424	K
71271	Chr11	43785	K
71272	Chr11	1808	K
71273	Chr11	33330	K
71274	Chr11	10657	K
71275	Chr11	11920	K
71276	Chr11	2602	K
71277	Chr11	503	K
71278	Chr11	2030	K
71279	Chr11	2152	K
71280	Chr11	16773	K
71281	Chr11	3810	K
71282	Chr11	57521	K
71283	Chr11	79290	K
71284	Chr11	1115	K
71285	Chr11	702	K
71286	Chr11	43743	K
71287	Chr11	85137	K
71288	Chr11	28645	K
71289	Chr11	6869	K
71290	Chr11	44	K
71291	Chr11	29571	K
71292	Chr11	7332	K
71293	Chr11	4463	K
71294	Chr11	696	K
71295	Chr11	74373	K
71296	Chr11	2595	K
71297	Chr11	386	K
71298	Chr11	282	K
71299	Chr11	904	K
71300	Chr11	11451	K
71301	Chr11	21287	K
71302	Chr11	1722	K
71303	Chr11	2741	K
71304	Chr11	1603	K
71305	Chr11	783	K
71306	Chr11	45926	K
71307	Chr11	698	K
71308	Chr11	39549	K
71309	Chr11	67655	K
71310	Chr11	21224	K
71311	Chr11	1964	K
71312	Chr11	353	K
71313	Chr11	20242	K
71314	Chr11	1274	K
71315	Chr11	14458	K
71316	Chr11	1770	K
71317	Chr11	145	K
71318	Chr11	226	K
71319	Chr11	829	K
71320	Chr11	981	K
71321	Chr11	798	K
71322	Chr11	19530	K
71323	Chr11	486	K
71324	Chr11	7790	K
71325	Chr11	67413	K
71326	Chr11	57736	K
71327	Chr11	1162	K
71328	Chr11	17	K
71329	Chr11	52279	K
71330	Chr11	580	K
71331	Chr11	38516	K
71332	Chr11	873	K
71333	Chr11	108426	K
71334	Chr11	3539	K
71335	Chr11	583	K
71336	Chr11	33840	K
71337	Chr11	1133	K
71338	Chr11	2099	K
71339	Chr11	107956	K
71340	Chr11	79801	K
71341	Chr11	8099	K
71342	Chr11	2278	K
71343	Chr11	984	K
71344	Chr11	3267	K
71345	Chr11	15169	K
71346	Chr11	71217	K
71347	Chr11	51576	K
71348	Chr11	119418	K
71349	Chr11	54515	K
71350	Chr11	63497	K
71351	Chr11	93032	K
71352	Chr11	70153	K
71353	Chr11	3038	K
71354	Chr11	35425	K
71355	Chr11	4984	K
71356	Chr11	1841	K
71357	Chr11	130286	K
71358	Chr11	611	K
71359	Chr11	1413	K
71360	Chr11	2315	K
71361	Chr11	652	K
71362	Chr11	14286	K
71363	Chr11	2660	K
71364	Chr11	6648	K
71365	Chr11	48098	K
71366	Chr11	1531	K
71367	Chr11	598	K
71368	Chr11	299	K
71369	Chr11	7419	K
71370	Chr11	24149	K
71371	Chr11	30702	K
71372	Chr11	4910	K
71373	Chr11	7562	K
71374	Chr11	34180	K
71375	Chr11	43115	K
71376	Chr11	524	K
71377	Chr11	9346	K
71378	Chr11	186	K
71379	Chr11	186	K
71380	Chr11	2244	K
71381	Chr11	2445	K
71382	Chr11	53295	K
71383	Chr11	16619	K
71384	Chr11	608	K
71385	Chr11	2319	K
71386	Chr11	19619	K
71387	Chr11	49787	K
71388	Chr11	39032	K
71389	Chr11	80	K
71390	Chr11	63580	K
71391	Chr11	3949	K
71392	Chr11	7251	K
71393	Chr11	1660	K
71394	Chr11	3709	K
71395	Chr11	1307	K
71396	Chr11	4233	K
71397	Chr11	10841	K
71398	Chr11	19594	K
71399	Chr11	5340	K
71400	Chr11	314	K
71401	Chr11	11835	K
71402	Chr11	3747	K
71403	Chr11	1615	K
71404	Chr11	283	K
71405	Chr11	6148	K
71406	Chr11	2414	K
71407	Chr11	5531	K
71408	Chr11	4593	K
71409	Chr11	1400	K
71410	Chr11	1717	K
71411	Chr11	7771	K
71412	Chr11	6778	K
71413	Chr11	32788	K
71414	Chr11	2193	K
71415	Chr11	378	K
71416	Chr11	47615	K
71417	Chr11	3990	K
71418	Chr11	103	K
71419	Chr11	47338	K
71420	Chr11	1255	K
71421	Chr11	8395	K
71422	Chr11	1395	K
71423	Chr11	540	K
71424	Chr11	16265	K
71425	Chr11	452	K
71426	Chr11	28934	K
71427	Chr11	5415	K
71428	Chr11	6863	K
71429	Chr11	2314	K
71430	Chr11	2019	K
71431	Chr11	1051	K
71432	Chr11	44	K
71433	Chr11	599	K
71434	Chr11	65142	K
71435	Chr11	28519	K
71436	Chr11	14283	K
71437	Chr11	47226	K
71438	Chr11	1453	K
71439	Chr11	2427	K
71440	Chr11	2022	K
71441	Chr11	5169	K
71442	Chr11	26428	K
71443	Chr11	2920	K
71444	Chr11	3369	K
71445	Chr11	942	K
71446	Chr11	10596	K
71447	Chr11	27495	K
71448	Chr11	23006	K
71449	Chr11	80437	K
71450	Chr11	693	K
71451	Chr11	3898	K
71452	Chr11	1966	K
71453	Chr11	243	K
71454	Chr11	14020	K
71455	Chr11	20086	K
71456	Chr11	42883	K
71457	Chr11	3288	K
71458	Chr11	23257	K
71459	Chr11	8797	K
71460	Chr11	22593	K
71461	Chr11	2106	K
71462	Chr11	3912	K
71463	Chr11	794	K
71464	Chr11	1504	K
71465	Chr11	11934	K
71466	Chr11	35936	K
71467	Chr11	432	K
71468	Chr11	2159	K
71469	Chr11	379	K
71470	Chr11	11221	K
71471	Chr11	947	K
71472	Chr11	2374	K
71473	Chr11	16423	K
71474	Chr11	2905	K
71475	Chr11	2605	K
71476	Chr11	1798	K
71477	Chr11	1300	K
71478	Chr11	1012	K
71479	Chr11	76614	K
71480	Chr11	35835	K
71481	Chr11	2555	K
71482	Chr11	37932	K
71483	Chr11	5549	K
71484	Chr11	1653	K
71485	Chr11	5129	K
71486	Chr11	49210	K
71487	Chr11	804	K
71488	Chr11	22645	K
71489	Chr11	42572	K
71490	Chr11	486	K
71491	Chr11	1757	K
71492	Chr11	2074	K
71493	Chr11	3001	K
71494	Chr11	33164	K
71495	Chr11	1932	K
71496	Chr11	61391	K
71497	Chr11	8090	K
71498	Chr11	22266	K
71499	Chr11	254	K
71500	Chr11	713	K
71501	Chr11	3076	K
71502	Chr11	9169	K
71503	Chr11	766	K
71504	Chr11	46257	K
71505	Chr11	1220	K
71506	Chr11	13362	K
71507	Chr11	835	K
71508	Chr11	220	K
71509	Chr11	1574	K
71510	Chr11	34	K
71511	Chr11	432	K
71512	Chr11	49432	K
71513	Chr11	905	K
71514	Chr11	17927	K
71515	Chr11	6728	K
71516	Chr11	2482	K
71517	Chr11	1000	K
71518	Chr11	1260	K
71519	Chr11	5423	K
71520	Chr11	18027	K
71521	Chr11	927	K
71522	Chr11	540	K
71523	Chr11	1449	K
71524	Chr11	34903	K
71525	Chr11	9048	K
71526	Chr11	3089	K
71527	Chr11	26329	K
71528	Chr11	885	K
71529	Chr11	171	K
71530	Chr11	434	K
71531	Chr11	1167	K
71532	Chr11	3220	K
71533	Chr11	2574	K
71534	Chr11	28805	K
71535	Chr11	2127	K
71536	Chr11	159	K
71537	Chr11	25040	K
71538	Chr11	2760	K
71539	Chr11	46496	K
71540	Chr11	1107	K
71541	Chr11	21899	K
71542	Chr11	15	K
71543	Chr11	25308	K
71544	Chr11	47958	K
71545	Chr11	8335	K
71546	Chr11	5978	K
71547	Chr11	1626	K
71548	Chr11	8320	K
71549	Chr11	2496	K
71550	Chr11	18733	K
71551	Chr11	1134	K
71552	Chr11	1784	K
71553	Chr11	983	K
71554	Chr11	860	K
71555	Chr11	420	K
71556	Chr11	308	K
71557	Chr11	226	K
71558	Chr11	3057	K
71559	Chr11	2639	K
71560	Chr11	6919	K
71561	Chr11	7	K
71562	Chr11	9341	K
71563	Chr11	39419	K
71564	Chr11	2892	K
71565	Chr11	936	K
71566	Chr11	11527	K
71567	Chr11	28110	K
71568	Chr11	6777	K
71569	Chr11	5844	K
71570	Chr11	14216	K
71571	Chr11	2924	K
71572	Chr11	478	K
71573	Chr11	14978	K
71574	Chr11	2087	K
71575	Chr11	8738	K
71576	Chr11	2848	K
71577	Chr11	4588	K
71578	Chr11	708	K
71579	Chr11	865	K
71580	Chr11	7460	K
71581	Chr11	28799	K
71582	Chr11	11176	K
71583	Chr11	21179	K
71584	Chr11	11587	K
71585	Chr11	899	K
71586	Chr11	38485	K
71587	Chr11	25263	K
71588	Chr11	241	K
71589	Chr11	31124	K
71590	Chr11	237	K
71591	Chr11	31517	K
71592	Chr11	3469	K
71593	Chr11	20145	K
71594	Chr11	1434	K
71595	Chr11	2334	K
71596	Chr11	9619	K
71597	Chr11	7547	K
71598	Chr11	2761	K
71599	Chr11	1505	K
71600	Chr11	39997	K
71601	Chr11	1041	K
71602	Chr11	10384	K
71603	Chr11	55371	K
71604	Chr11	16771	K
71605	Chr11	262	K
71606	Chr11	9904	K
71607	Chr11	3565	K
71608	Chr11	416	K
71609	Chr11	53337	K
71610	Chr11	8787	K
71611	Chr11	10433	K
71612	Chr11	2991	K
71613	Chr11	888	K
71614	Chr11	2125	K
71615	Chr11	335	K
71616	Chr11	823	K
71617	Chr11	26205	K
71618	Chr11	5032	K
71619	Chr11	19484	K
71620	Chr11	4636	K
71621	Chr11	7445	K
71622	Chr11	818	K
71623	Chr11	13200	K
71624	Chr11	1243	K
71625	Chr11	821	K
71626	Chr11	2049	K
71627	Chr11	12423	K
71628	Chr11	15482	K
71629	Chr11	615	K
71630	Chr11	893	K
71631	Chr11	24847	K
71632	Chr11	24864	K
71633	Chr11	398	K
71634	Chr11	44900	K
71635	Chr11	37734	K
71636	Chr11	4773	K
71637	Chr11	54082	K
71638	Chr11	5445	K
71639	Chr11	10283	K
71640	Chr11	930	K
71641	Chr11	400	K
71642	Chr11	1204	K
71643	Chr11	22810	K
71644	Chr11	21916	K
71645	Chr11	3431	K
71646	Chr11	16354	K
71647	Chr11	4520	K
71648	Chr11	3480	K
71649	Chr11	925	K
71650	Chr11	1079	K
71651	Chr11	38957	K
71652	Chr11	829	K
71653	Chr11	189	K
71654	Chr11	339	K
71655	Chr11	428	K
71656	Chr11	1400	K
71657	Chr11	1492	K
71658	Chr11	821	K
71659	Chr11	55500	K
71660	Chr11	5668	K
71661	Chr11	66616	K
71662	Chr11	11005	K
71663	Chr11	419	K
71664	Chr11	731	K
71665	Chr11	2904	K
71666	Chr11	37062	K
71667	Chr11	41851	K
71668	Chr11	618	K
71669	Chr11	16189	K
71670	Chr11	2153	K
71671	Chr11	1240	K
71672	Chr11	1624	K
71673	Chr11	9246	K
71674	Chr11	10358	K
71675	Chr11	14152	K
71676	Chr11	81	K
71677	Chr11	3	K
71678	Chr11	34186	K
71679	Chr11	30383	K
71680	Chr11	862	K
71681	Chr11	1994	K
71682	Chr11	3610	K
71683	Chr11	23430	K
71684	Chr11	39293	K
71685	Chr11	63731	K
71686	Chr11	6866	K
71687	Chr11	773	K
71688	Chr11	658	K
71689	Chr11	1283	K
71690	Chr11	27478	K
71691	Chr11	1348	K
71692	Chr11	45704	K
71693	Chr11	4440	K
71694	Chr11	7056	K
71695	Chr11	5353	K
71696	Chr11	450	K
71697	Chr11	593	K
71698	Chr11	34403	K
71699	Chr11	24291	K
71700	Chr11	178	K
71701	Chr11	2432	K
71702	Chr11	5302	K
71703	Chr11	2684	K
71704	Chr11	5476	K
71705	Chr11	10819	K
71706	Chr11	12126	K
71707	Chr11	1380	K
71708	Chr11	3411	K
71709	Chr11	811	K
71710	Chr11	2876	K
71711	Chr11	7305	K
71712	Chr11	12594	K
71713	Chr11	632	K
71714	Chr11	7049	K
71715	Chr11	786	K
71716	Chr11	1272	K
71717	Chr11	8749	K
71718	Chr11	1833	K
71719	Chr11	48	K
71720	Chr11	3004	K
71721	Chr11	3343	K
71722	Chr11	754	K
71723	Chr11	18519	K
71724	Chr11	952	K
71725	Chr11	19021	K
71726	Chr11	2189	K
71727	Chr11	9169	K
71728	Chr11	2217	K
71729	Chr11	211	K
71730	Chr11	375	K
71731	Chr11	1195	K
71732	Chr11	756	K
71733	Chr11	4098	K
71734	Chr11	4866	K
71735	Chr11	8528	K
71736	Chr11	4649	K
71737	Chr11	1315	K
71738	Chr11	4786	K
71739	Chr11	591	K
71740	Chr11	23794	K
71741	Chr11	729	K
71742	Chr11	65956	K
71743	Chr11	7622	K
71744	Chr11	914	K
71745	Chr11	33485	K
71746	Chr11	61760	K
71747	Chr11	5716	K
71748	Chr11	42671	K
71749	Chr11	23255	K
71750	Chr11	40878	K
71751	Chr11	2617	K
71752	Chr11	1276	K
71753	Chr11	6087	K
71754	Chr11	4183	K
71755	Chr11	848	K
71756	Chr11	7772	K
71757	Chr11	2824	K
71758	Chr11	5424	K
71759	Chr11	270	K
71760	Chr11	25404	K
71761	Chr11	70	K
71762	Chr11	6183	K
71763	Chr11	15146	K
71764	Chr11	255	K
71765	Chr11	2091	K
71766	Chr11	4931	K
71767	Chr11	851	K
71768	Chr11	7836	K
71769	Chr11	919	K
71770	Chr11	380	K
71771	Chr11	29	K
71772	Chr11	3	K
71773	Chr11	61239	K
71774	Chr11	3785	K
71775	Chr11	1823	K
71776	Chr11	16678	K
71777	Chr11	6694	K
71778	Chr11	24560	K
71779	Chr11	5819	K
71780	Chr11	3431	K
71781	Chr11	4736	K
71782	Chr11	28702	K
71783	Chr11	2378	K
71784	Chr11	19636	K
71785	Chr11	2884	K
71786	Chr11	17474	K
71787	Chr11	571	K
71788	Chr11	6961	K
71789	Chr11	37596	K
71790	Chr11	31990	K
71791	Chr11	4554	K
71792	Chr11	631	K
71793	Chr11	866	K
71794	Chr11	26947	K
71795	Chr11	24117	K
71796	Chr11	980	K
71797	Chr11	2094	K
71798	Chr11	22930	K
71799	Chr11	1512	K
71800	Chr11	483	K
71801	Chr11	3152	K
71802	Chr11	1511	K
71803	Chr11	4206	K
71804	Chr11	18692	K
71805	Chr11	52044	K
71806	Chr11	10985	K
71807	Chr11	3893	K
71808	Chr11	2062	K
71809	Chr11	928	K
71810	Chr11	17240	K
71811	Chr11	29708	K
71812	Chr11	14786	K
71813	Chr11	526	K
71814	Chr11	1512	K
71815	Chr11	5922	K
71816	Chr11	61878	K
71817	Chr11	9800	K
71818	Chr11	215	K
71819	Chr11	41343	K
71820	Chr11	9538	K
71821	Chr11	26503	K
71822	Chr11	2957	K
71823	Chr11	663	K
71824	Chr11	3537	K
71825	Chr11	7242	K
71826	Chr11	709	K
71827	Chr11	3216	K
71828	Chr11	379	K
71829	Chr11	10788	K
71830	Chr11	2060	K
71831	Chr11	3588	K
71832	Chr11	1679	K
71833	Chr11	165	K
71834	Chr11	58349	K
71835	Chr11	8843	K
71836	Chr11	9893	K
71837	Chr11	52868	K
71838	Chr11	1077	K
71839	Chr11	954	K
71840	Chr11	762	K
71841	Chr11	8349	K
71842	Chr11	1152	K
71843	Chr11	1492	K
71844	Chr11	8711	K
71845	Chr11	598	K
71846	Chr11	6482	K
71847	Chr11	279	K
71848	Chr11	35074	K
71849	Chr11	691	K
71850	Chr11	2267	K
71851	Chr11	1042	K
71852	Chr11	223	K
71853	Chr11	4480	K
71854	Chr11	1853	K
71855	Chr11	5268	K
71856	Chr11	661	K
71857	Chr11	9578	K
71858	Chr11	22584	K
71859	Chr11	175	K
71860	Chr11	3269	K
71861	Chr11	757	K
71862	Chr11	4560	K
71863	Chr11	319	K
71864	Chr11	5115	K
71865	Chr11	1517	K
71866	Chr11	2715	K
71867	Chr11	17976	K
71868	Chr11	7857	K
71869	Chr11	12341	K
71870	Chr11	4758	K
71871	Chr11	1864	K
71872	Chr11	1450	K
71873	Chr11	967	K
71874	Chr11	28861	K
71875	Chr11	12204	K
71876	Chr11	19097	K
71877	Chr11	586	K
71878	Chr11	8119	K
71879	Chr11	2439	K
71880	Chr11	1693	K
71881	Chr11	21325	K
71882	Chr11	43018	K
71883	Chr11	1059	K
71884	Chr11	4347	K
71885	Chr11	8525	K
71886	Chr11	1848	K
71887	Chr11	15899	K
71888	Chr11	38076	K
71889	Chr11	38602	K
71890	Chr11	35560	K
71891	Chr11	16873	K
71892	Chr11	33575	K
71893	Chr11	18790	K
71894	Chr11	10098	K
71895	Chr11	5534	K
71896	Chr11	872	K
71897	Chr11	2340	K
71898	Chr11	32301	K
71899	Chr11	8322	K
71900	Chr11	10401	K
71901	Chr11	615	K
71902	Chr11	1068	K
71903	Chr11	49946	K
71904	Chr11	1772	K
71905	Chr11	871	K
71906	Chr11	79636	K
71907	Chr11	1643	K
71908	Chr11	794	K
71909	Chr11	2565	K
71910	Chr11	585	K
71911	Chr11	3530	K
71912	Chr11	8426	K
71913	Chr11	887	K
71914	Chr11	77167	K
71915	Chr11	31354	K
71916	Chr11	3951	K
71917	Chr11	2387	K
71918	Chr11	18618	K
71919	Chr11	8052	K
71920	Chr11	3677	K
71921	Chr11	6262	K
71922	Chr11	31584	K
71923	Chr11	1837	K
71924	Chr11	9422	K
71925	Chr11	34985	K
71926	Chr11	2289	K
71927	Chr11	3272	K
71928	Chr11	1575	K
71929	Chr11	39271	K
71930	Chr11	2900	K
71931	Chr11	1578	K
71932	Chr11	13844	K
71933	Chr11	662	K
71934	Chr11	20295	K
71935	Chr11	503	K
71936	Chr11	5237	K
71937	Chr11	2646	K
71938	Chr11	4164	K
71939	Chr11	126	K
71940	Chr11	2870	K
71941	Chr11	38290	K
71942	Chr11	2990	K
71943	Chr11	3580	K
71944	Chr11	1268	K
71945	Chr11	788	K
71946	Chr11	1997	K
71947	Chr11	1242	K
71948	Chr11	5302	K
71949	Chr11	1266	K
71950	Chr11	1429	K
71951	Chr11	1156	K
71952	Chr11	10987	K
71953	Chr11	3481	K
71954	Chr11	740	K
71955	Chr11	6342	K
71956	Chr11	1137	K
71957	Chr11	1026	K
71958	Chr11	2668	K
71959	Chr11	4484	K
71960	Chr11	28332	K
71961	Chr11	1469	K
71962	Chr11	11200	K
71963	Chr11	5421	K
71964	Chr11	1460	K
71965	Chr11	3320	K
71966	Chr11	1307	K
71967	Chr11	18866	K
71968	Chr11	2602	K
71969	Chr11	2152	K
71970	Chr11	5815	K
71971	Chr11	343	K
71972	Chr11	3481	K
71973	Chr11	3744	K
71974	Chr11	866	K
71975	Chr11	2683	K
71976	Chr11	3545	K
71977	Chr11	3905	K
71978	Chr11	844	K
71979	Chr11	23803	K
71980	Chr11	32807	K
71981	Chr11	9518	K
71982	Chr11	1908	K
71983	Chr11	24467	K
71984	Chr11	2135	K
71985	Chr11	335	K
71986	Chr11	4559	K
71987	Chr11	40946	K
71988	Chr11	846	K
71989	Chr11	4279	K
71990	Chr11	19601	K
71991	Chr11	3333	K
71992	Chr11	12437	K
71993	Chr11	4582	K
71994	Chr11	11996	K
71995	Chr11	9188	K
71996	Chr11	2064	K
71997	Chr11	1377	K
71998	Chr11	10461	K
71999	Chr11	87748	K
72000	Chr11	5866	K
72001	Chr11	38476	K
72002	Chr11	33121	K
72003	Chr11	618	K
72004	Chr11	38486	K
72005	Chr11	534	K
72006	Chr11	18040	K
72007	Chr11	25630	K
72008	Chr11	10224	K
72009	Chr11	1227	K
72010	Chr11	18626	K
72011	Chr11	316	K
72012	Chr11	5751	K
72013	Chr11	3776	K
72014	Chr11	3285	K
72015	Chr11	12776	K
72016	Chr11	4786	K
72017	Chr11	2317	K
72018	Chr11	31413	K
72019	Chr11	1145	K
72020	Chr11	26998	K
72021	Chr11	21594	K
72022	Chr11	5107	K
72023	Chr11	1770	K
72024	Chr11	9705	K
72025	Chr11	3190	K
72026	Chr11	2722	K
72027	Chr11	13259	K
72028	Chr11	817	K
72029	Chr11	42	K
72030	Chr11	2877	K
72031	Chr11	7668	K
72032	Chr11	5686	K
72033	Chr11	11250	K
72034	Chr11	1290	K
72035	Chr11	747	K
72036	Chr11	81	K
72037	Chr11	14381	K
72038	Chr11	1911	K
72039	Chr11	5407	K
72040	Chr11	1537	K
72041	Chr11	14457	K
72042	Chr11	1533	K
72043	Chr11	11401	K
72044	Chr11	346	K
72045	Chr11	448	K
72046	Chr11	1648	K
72047	Chr11	4495	K
72048	Chr11	42480	K
72049	Chr11	8519	K
72050	Chr11	1647	K
72051	Chr11	4741	K
72052	Chr11	5217	K
72053	Chr11	6704	K
72054	Chr11	2469	K
72055	Chr11	1373	K
72056	Chr11	1767	K
72057	Chr11	37530	K
72058	Chr11	829	K
72059	Chr11	146	K
72060	Chr11	2089	K
72061	Chr11	74276	K
72062	Chr11	9596	K
72063	Chr11	12236	K
72064	Chr11	8021	K
72065	Chr11	196	K
72066	Chr11	4061	K
72067	Chr11	1069	K
72068	Chr11	5397	K
72069	Chr11	9400	K
72070	Chr11	3002	K
72071	Chr11	471	K
72072	Chr11	1163	K
72073	Chr11	10095	K
72074	Chr11	18186	K
72075	Chr11	47027	K
72076	Chr11	1996	K
72077	Chr11	2248	K
72078	Chr11	26613	K
72079	Chr11	14311	K
72080	Chr11	11867	K
72081	Chr11	5183	K
72082	Chr11	1697	K
72083	Chr11	1326	K
72084	Chr11	1700	K
72085	Chr11	907	K
72086	Chr11	29181	K
72087	Chr11	802	K
72088	Chr11	1612	K
72089	Chr11	33	K
72090	Chr11	7484	K
72091	Chr11	2171	K
72092	Chr11	8197	K
72093	Chr11	54471	K
72094	Chr11	43583	K
72095	Chr11	6870	K
72096	Chr11	2584	K
72097	Chr11	3279	K
72098	Chr11	2613	K
72099	Chr11	8498	K
72100	Chr11	17642	K
72101	Chr11	1825	K
72102	Chr11	5666	K
72103	Chr11	2426	K
72104	Chr11	2313	K
72105	Chr11	305	K
72106	Chr11	689	K
72107	Chr11	2534	K
72108	Chr11	12299	K
72109	Chr11	3081	K
72110	Chr11	3122	K
72111	Chr11	93	K
72112	Chr11	7674	K
72113	Chr11	13351	K
72114	Chr11	2796	K
72115	Chr11	4274	K
72116	Chr11	2066	K
72117	Chr11	20475	K
72118	Chr11	770	K
72119	Chr11	513	K
72120	Chr11	1759	K
72121	Chr11	489	K
72122	Chr11	2196	K
72123	Chr11	3445	K
72124	Chr11	1911	K
72125	Chr11	1616	K
72126	Chr11	4421	K
72127	Chr11	1490	K
72128	Chr11	1245	K
72129	Chr11	2402	K
72130	Chr11	420	K
